"station_name","year","safe_chill"
"RIO CUARTO AREA DE MATERIAL","1989",49.2321833565702
"RIO CUARTO AREA DE MATERIAL","1993",49.1386344996483
"RIO CUARTO AREA DE MATERIAL","1997",47.1388346286875
"RIO CUARTO AREA DE MATERIAL","2001",47.0999772024588
"RIO CUARTO AREA DE MATERIAL","2005",46.8665360564678
"RIO CUARTO AREA DE MATERIAL","2009",44.1943871731137
"RIO CUARTO AREA DE MATERIAL","2013",42.0664972963307
"Pirque","1981",69.1313452634477
"Pirque","2017",62.2008430494561
"Pirque","1985",68.2981424313452
"Pirque","1989",67.7467523104642
"Pirque","1993",63.6724917020269
"Pirque","1997",63.5785744761038
"Pirque","2001",63.5131896143112
"Pirque","2005",65.0947081987106
"Pirque","2009",63.5435180016775
"Pirque","2013",63.4856620440669
"La Tranquilla","1981",39.9541873276312
"La Tranquilla","2017",30.0588981790133
"La Tranquilla","1985",37.1991946018225
"La Tranquilla","1989",35.0921975871815
"La Tranquilla","1993",31.3806992275622
"La Tranquilla","1997",31.200188610735
"La Tranquilla","2001",31.161082247495
"La Tranquilla","2005",31.5374798678185
"La Tranquilla","2009",29.2164955494309
"La Tranquilla","2013",30.0376580795341
"Illapel Dga","1981",47.4264714252058
"Illapel Dga","2017",40.6717547700468
"Illapel Dga","1985",46.7010867448303
"Illapel Dga","1989",47.543183780042
"Illapel Dga","1993",42.9572361215867
"Illapel Dga","1997",42.3614743702174
"Illapel Dga","2001",41.8741260792085
"Illapel Dga","2005",41.2771370222031
"Illapel Dga","2009",40.7920481775468
"Illapel Dga","2013",41.5049810670016
"Cogoti Embalse","1981",34.1105932659423
"Cogoti Embalse","2017",27.9709987635965
"Cogoti Embalse","1985",32.3108708918207
"Cogoti Embalse","1989",31.3616581437846
"Cogoti Embalse","1993",28.0259191018849
"Cogoti Embalse","1997",26.7264167991506
"Cogoti Embalse","2001",26.5748547755743
"Cogoti Embalse","2005",26.9631543620394
"Cogoti Embalse","2009",26.9735525297392
"Cogoti Embalse","2013",28.0142674488718
"Las Ramadas","1981",38.3083083625661
"Las Ramadas","2017",28.5836464679749
"Las Ramadas","1985",36.9691617687372
"Las Ramadas","1989",37.3895809938349
"Las Ramadas","1993",33.4907816949381
"Las Ramadas","1997",32.7017508387421
"Las Ramadas","2001",31.3834721841156
"Las Ramadas","2005",30.7200892407975
"Las Ramadas","2009",28.7720903853524
"Las Ramadas","2013",28.9727869528264
"General Freire Curico Ad.","1981",79.758378061181
"General Freire Curico Ad.","2017",75.8518100272227
"General Freire Curico Ad.","1985",78.8355809100958
"General Freire Curico Ad.","1989",79.4984094553997
"General Freire Curico Ad.","1993",76.3454748642134
"General Freire Curico Ad.","1997",76.6805964501514
"General Freire Curico Ad.","2001",77.4725498063435
"General Freire Curico Ad.","2005",77.6768418423628
"General Freire Curico Ad.","2009",77.9647482013984
"General Freire Curico Ad.","2013",76.640327582797
"Paloma Embalse","1981",35.2050848912841
"Paloma Embalse","2017",32.3850359328085
"Paloma Embalse","1985",35.6615076807539
"Paloma Embalse","1989",34.8569968738693
"Paloma Embalse","1993",32.819675823592
"Paloma Embalse","1997",31.6519827032557
"Paloma Embalse","2001",29.9840845958265
"Paloma Embalse","2005",31.9747364121877
"Paloma Embalse","2009",31.9242642438664
"Paloma Embalse","2013",31.9351589912112
"Potrero Grande","1981",79.7972243536096
"Potrero Grande","2017",78.8828254391183
"Potrero Grande","1985",78.6362183266674
"Potrero Grande","1989",79.0494994162198
"Potrero Grande","1993",77.9426282908789
"Potrero Grande","1997",77.2169102408207
"Potrero Grande","2001",78.7534070937782
"Potrero Grande","2005",79.6287541889815
"Potrero Grande","2009",78.9673375726361
"Potrero Grande","2013",79.7745401658467
"Talca U.C.","1981",77.2451026847466
"Talca U.C.","2017",75.5688190371756
"Talca U.C.","1985",76.2638829070393
"Talca U.C.","1989",77.296888095027
"Talca U.C.","1993",76.5745653483
"Talca U.C.","1997",76.7862551157755
"Talca U.C.","2001",78.661881992668
"Talca U.C.","2005",79.4219392089763
"Talca U.C.","2009",78.9971066431635
"Talca U.C.","2013",78.3652579735617
"Hurtado","1981",29.7281707138559
"Hurtado","2017",23.9941917240634
"Hurtado","1985",30.6511226289576
"Hurtado","1989",30.1455847142961
"Hurtado","1993",27.360516998448
"Hurtado","1997",25.2146758057926
"Hurtado","2001",23.3949986587372
"Hurtado","2005",23.413835229876
"Hurtado","2009",22.3629993332274
"Hurtado","2013",22.616822020198
"AMBROSIO L V TARAVELLA","1981",33.9354838282388
"AMBROSIO L V TARAVELLA","2017",29.5027370463281
"AMBROSIO L V TARAVELLA","1985",33.5922854024761
"AMBROSIO L V TARAVELLA","1989",33.0494373666097
"AMBROSIO L V TARAVELLA","1993",32.6451779613762
"AMBROSIO L V TARAVELLA","1997",32.2017453327505
"AMBROSIO L V TARAVELLA","2001",31.3912806864837
"AMBROSIO L V TARAVELLA","2005",30.8352100333573
"AMBROSIO L V TARAVELLA","2009",29.9983469340127
"AMBROSIO L V TARAVELLA","2013",29.5421468647319
"Colorado","1981",80.1384104967092
"Colorado","2017",82.1154652661933
"Colorado","1985",80.5685181749686
"Colorado","1989",80.9174740328854
"Colorado","1993",79.9179915657226
"Colorado","1997",80.1723186857163
"Colorado","2001",80.782609026026
"Colorado","2005",81.7929467843896
"Colorado","2009",81.5103007765247
"Colorado","2013",81.425925901947
"La Ortiga","1981",35.7717440301285
"La Ortiga","2017",26.8795524345173
"La Ortiga","1985",34.7267923314494
"La Ortiga","1989",31.1424159898593
"La Ortiga","1993",29.1595091860872
"La Ortiga","1997",28.4502197615088
"La Ortiga","2001",28.0887898469573
"La Ortiga","2005",30.3449309004909
"La Ortiga","2009",27.4863394191811
"La Ortiga","2013",28.0944956204107
"Rivadavia","1981",21.8765230211234
"Rivadavia","2017",21.7078654737701
"Rivadavia","1985",20.0209508290018
"Rivadavia","1989",19.5959810690292
"Rivadavia","1993",18.4258786442972
"Rivadavia","1997",17.7523561187872
"Rivadavia","2001",17.7330072323089
"Rivadavia","2005",19.5881543955164
"Rivadavia","2009",19.6486209732675
"Rivadavia","2013",20.5178185660434
"La Florida La Serena Ad.","1981",55.2304078543452
"La Florida La Serena Ad.","2017",58.173316510542
"La Florida La Serena Ad.","1985",56.4105999257354
"La Florida La Serena Ad.","1989",58.7202036538511
"La Florida La Serena Ad.","1993",58.2743982515785
"La Florida La Serena Ad.","1997",59.4112011527477
"La Florida La Serena Ad.","2001",59.7870219482038
"La Florida La Serena Ad.","2005",63.350175545962
"La Florida La Serena Ad.","2009",60.8386278703529
"La Florida La Serena Ad.","2013",60.7264333715402
"Parral","1981",81.788881914174
"Parral","2017",77.8421981187457
"Parral","1985",81.822253346194
"Parral","1989",82.0046457755434
"Parral","1993",80.1881827916104
"Parral","1997",77.858785266274
"Parral","2001",76.2408453266635
"Parral","2005",77.7092170294502
"Parral","2009",77.4674439104624
"Parral","2013",78.7113889948192
"Digua Embalse","1981",83.9729859593808
"Digua Embalse","2017",84.8002194383698
"Digua Embalse","1985",83.8818965738101
"Digua Embalse","1989",82.7512241055392
"Digua Embalse","1993",82.3798729939372
"Digua Embalse","1997",82.1452024221308
"Digua Embalse","2001",83.1144303673938
"Digua Embalse","2005",84.0654738971261
"Digua Embalse","2009",84.2580715426298
"Digua Embalse","2013",84.6136949277884
"El Trapiche","1981",30.6188918486148
"El Trapiche","2017",27.8925112835858
"El Trapiche","1985",32.1993117687625
"El Trapiche","1989",35.35320293732
"El Trapiche","1993",35.4865690523802
"El Trapiche","1997",35.8730862933369
"El Trapiche","2001",35.1260263293616
"El Trapiche","2005",36.4405312295189
"El Trapiche","2009",31.2922846039814
"El Trapiche","2013",28.9331284691673
"Bernardo O'Higgins Chillan Ad.","1981",80.1741407342588
"Bernardo O'Higgins Chillan Ad.","2017",78.9677235331956
"Bernardo O'Higgins Chillan Ad.","1985",79.9736646804895
"Bernardo O'Higgins Chillan Ad.","1989",80.1576229729817
"Bernardo O'Higgins Chillan Ad.","1993",78.3344914461322
"Bernardo O'Higgins Chillan Ad.","1997",78.3068745231376
"Bernardo O'Higgins Chillan Ad.","2001",78.9256322481374
"Bernardo O'Higgins Chillan Ad.","2005",80.1488198888746
"Bernardo O'Higgins Chillan Ad.","2009",79.8365717791812
"Bernardo O'Higgins Chillan Ad.","2013",79.9598075641115
"Diguillin","1981",80.959977496329
"Diguillin","2017",81.9010546934314
"Diguillin","1985",80.4983453367731
"Diguillin","1989",80.2584431691048
"Diguillin","1993",80.4471047578174
"Diguillin","1997",80.210659768529
"Diguillin","2001",81.2233125147188
"Diguillin","2005",82.406662854537
"Diguillin","2009",82.4698962834827
"Diguillin","2013",82.3358506601144
"Carriel Sur Concepcion.","1981",75.1193123540347
"Carriel Sur Concepcion.","2017",73.2429938873188
"Carriel Sur Concepcion.","1985",75.3900201568483
"Carriel Sur Concepcion.","1989",75.3372573387596
"Carriel Sur Concepcion.","1993",72.7492140403419
"Carriel Sur Concepcion.","1997",73.3166913529808
"Carriel Sur Concepcion.","2001",74.4303551993362
"Carriel Sur Concepcion.","2005",75.8638638636858
"Carriel Sur Concepcion.","2009",75.6499424661952
"Carriel Sur Concepcion.","2013",74.9370962900239
"CATAMARCA","1981",19.9478236495243
"CATAMARCA","2017",15.5085611911734
"CATAMARCA","1985",18.5201803625455
"CATAMARCA","1989",18.4306864568727
"CATAMARCA","1993",17.6350516404359
"CATAMARCA","1997",17.3877417441595
"CATAMARCA","2001",15.9109411207173
"CATAMARCA","2005",17.8276685452715
"CATAMARCA","2009",15.9942186300896
"CATAMARCA","2013",16.1655984271449
"Santa Juana","1981",19.1649636154434
"Santa Juana","2017",16.3194000388999
"Santa Juana","1985",18.1866696887756
"Santa Juana","1989",16.3218522604081
"Santa Juana","1993",15.0473701404712
"Santa Juana","1997",13.5813392394664
"Santa Juana","2001",13.8105975000656
"Santa Juana","2005",16.0808998262249
"Santa Juana","2009",13.5664327115137
"Santa Juana","2013",15.3630408794736
"Lautaro Embalse","1981",4.99114890527983
"Lautaro Embalse","2017",4.13964571843991
"Lautaro Embalse","1985",5.24376500695377
"Lautaro Embalse","1989",5.17706992581486
"Lautaro Embalse","1993",4.75559386040911
"Lautaro Embalse","1997",4.13477232776734
"Lautaro Embalse","2001",4.50167671631471
"Lautaro Embalse","2005",4.37224562568338
"Lautaro Embalse","2009",4.25177793471175
"Lautaro Embalse","2013",4.40625578763485
"Traiguen","1981",89.5603466755665
"Traiguen","2017",84.9889196890763
"Traiguen","1985",89.2497205426157
"Traiguen","1989",89.3154567598285
"Traiguen","1993",88.3821781432653
"Traiguen","1997",88.2491924180981
"Traiguen","2001",88.1241810855568
"Traiguen","2005",86.7628486808808
"Traiguen","2009",86.6421100874031
"Traiguen","2013",85.6979326629585
"Maquehue Temuco Ad.","1981",82.5004216913251
"Maquehue Temuco Ad.","2017",81.8083306866747
"Maquehue Temuco Ad.","1985",83.5183144321454
"Maquehue Temuco Ad.","1989",83.1749102871618
"Maquehue Temuco Ad.","1993",81.9187068273004
"Maquehue Temuco Ad.","1997",80.9104718888575
"Maquehue Temuco Ad.","2001",81.4216877826821
"Maquehue Temuco Ad.","2005",82.3157665556591
"Maquehue Temuco Ad.","2009",82.4627416265103
"Maquehue Temuco Ad.","2013",82.4307534434602
"Santa Rosa Aero","1981",63.7313016208282
"Santa Rosa Aero","2017",53.8351455570682
"Santa Rosa Aero","1985",63.1064848028318
"Santa Rosa Aero","1989",62.4433256004813
"Santa Rosa Aero","1993",61.2562091408031
"Santa Rosa Aero","1997",60.7657132883544
"Santa Rosa Aero","2001",59.7769673255664
"Santa Rosa Aero","2005",59.1459923530047
"Santa Rosa Aero","2009",56.2154545511567
"Santa Rosa Aero","2013",54.0338154060814
"Pichoy Valdivia Ad.","1981",85.9131535346205
"Pichoy Valdivia Ad.","2017",84.99130362914
"Pichoy Valdivia Ad.","1985",86.0466032658924
"Pichoy Valdivia Ad.","1989",86.5803166841615
"Pichoy Valdivia Ad.","1993",85.5917184483878
"Pichoy Valdivia Ad.","1997",85.3143704581998
"Pichoy Valdivia Ad.","2001",85.3529147148387
"Pichoy Valdivia Ad.","2005",85.5068943465558
"Pichoy Valdivia Ad.","2009",85.329000706326
"Pichoy Valdivia Ad.","2013",85.3508826674413
"Adolfo Matthei","1981",85.8327550231832
"Adolfo Matthei","2017",86.6974329551049
"Adolfo Matthei","1985",86.3863542446579
"Adolfo Matthei","1989",86.2219530622924
"Adolfo Matthei","1993",85.823687718057
"Adolfo Matthei","1997",86.1632311759349
"Adolfo Matthei","2001",85.9103410811131
"Adolfo Matthei","2005",87.1384877231749
"Adolfo Matthei","2009",86.4840073195719
"Adolfo Matthei","2013",86.893954258846
"Canal Bajo Osorno Ad.","1981",87.3573779911439
"Canal Bajo Osorno Ad.","2017",86.1062657721595
"Canal Bajo Osorno Ad.","1985",87.5374804733374
"Canal Bajo Osorno Ad.","1989",87.6693095044618
"Canal Bajo Osorno Ad.","1993",87.0359097409082
"Canal Bajo Osorno Ad.","1997",86.4984070065184
"Canal Bajo Osorno Ad.","2001",86.6935038147967
"Canal Bajo Osorno Ad.","2005",86.7276679148617
"Canal Bajo Osorno Ad.","2009",86.8468722194584
"Canal Bajo Osorno Ad.","2013",86.60670216162
"El Tepual Puerto Montt Ap.","1981",90.8358475081986
"El Tepual Puerto Montt Ap.","2017",89.3788777308605
"El Tepual Puerto Montt Ap.","1985",91.2608101340065
"El Tepual Puerto Montt Ap.","1989",91.0936945439198
"El Tepual Puerto Montt Ap.","1993",90.2171532748507
"El Tepual Puerto Montt Ap.","1997",89.8437661355129
"El Tepual Puerto Montt Ap.","2001",89.9539344650184
"El Tepual Puerto Montt Ap.","2005",90.3999688625308
"El Tepual Puerto Montt Ap.","2009",90.3884136351207
"El Tepual Puerto Montt Ap.","2013",90.2966341571896
"Cerro Moreno Antofagasta Ap.","1981",7.03081860669363
"Cerro Moreno Antofagasta Ap.","2017",9.06123632050321
"Cerro Moreno Antofagasta Ap.","1985",7.04660030360213
"Cerro Moreno Antofagasta Ap.","1989",7.06878474038956
"Cerro Moreno Antofagasta Ap.","1993",7.04174647159005
"Cerro Moreno Antofagasta Ap.","1997",7.05291921193066
"Cerro Moreno Antofagasta Ap.","2001",10.0493731533688
"Cerro Moreno Antofagasta Ap.","2005",12.0912793749624
"Cerro Moreno Antofagasta Ap.","2009",12.0744767082228
"Cerro Moreno Antofagasta Ap.","2013",11.0677929300061
"PRESIDENTE PERON","1981",70.6656984580695
"PRESIDENTE PERON","2017",63.7020964825479
"PRESIDENTE PERON","1985",70.7361956811733
"PRESIDENTE PERON","1989",70.0609268693315
"PRESIDENTE PERON","1993",68.3997751560028
"PRESIDENTE PERON","1997",66.7532837074643
"PRESIDENTE PERON","2001",67.9464473961302
"PRESIDENTE PERON","2005",67.304166435455
"PRESIDENTE PERON","2009",65.7137694783332
"PRESIDENTE PERON","2013",64.6976004427979
"Futaleufu Ad.","1981",87.5110273110422
"Futaleufu Ad.","2017",86.9003986821408
"Futaleufu Ad.","1985",87.1549902475599
"Futaleufu Ad.","1989",86.8741598107918
"Futaleufu Ad.","1993",87.1663398152032
"Futaleufu Ad.","1997",87.0422946375529
"Futaleufu Ad.","2001",86.4777274799762
"Futaleufu Ad.","2005",86.0964527951091
"Futaleufu Ad.","2009",86.660119558027
"Futaleufu Ad.","2013",86.6422979512354
"El Loa Calama Ad.","1981",34.7620753749356
"El Loa Calama Ad.","2017",26.3980007313105
"El Loa Calama Ad.","1985",34.5802304331637
"El Loa Calama Ad.","1989",33.3217437755034
"El Loa Calama Ad.","1993",33.1480258319393
"El Loa Calama Ad.","1997",31.3021109077586
"El Loa Calama Ad.","2001",31.0405205163684
"El Loa Calama Ad.","2005",31.0120265288733
"El Loa Calama Ad.","2009",27.9524703302004
"El Loa Calama Ad.","2013",28.8077363862872
"Chiu-Chiu","1981",33.589712676895
"Chiu-Chiu","2017",33.4006625444911
"Chiu-Chiu","1985",33.0026994155733
"Chiu-Chiu","1989",30.6488294831747
"Chiu-Chiu","1993",31.064278752694
"Chiu-Chiu","1997",30.686614939319
"Chiu-Chiu","2001",32.8875384186717
"Chiu-Chiu","2005",33.3000721994491
"Chiu-Chiu","2009",33.34772960799
"Chiu-Chiu","2013",32.7091897825526
"Diego Aracena Iquique Ap.","1981",0
"Diego Aracena Iquique Ap.","2017",0
"Diego Aracena Iquique Ap.","1985",0
"Diego Aracena Iquique Ap.","1989",0
"Diego Aracena Iquique Ap.","1993",0
"Diego Aracena Iquique Ap.","1997",0
"Diego Aracena Iquique Ap.","2001",0
"Diego Aracena Iquique Ap.","2005",0
"Diego Aracena Iquique Ap.","2009",0
"Diego Aracena Iquique Ap.","2013",0
"Teniente Vidal Coyhaique Ad.","1981",83.7212171728588
"Teniente Vidal Coyhaique Ad.","2017",85.4663723903577
"Teniente Vidal Coyhaique Ad.","1985",84.1837370737176
"Teniente Vidal Coyhaique Ad.","1989",83.5607456938809
"Teniente Vidal Coyhaique Ad.","1993",84.418657059512
"Teniente Vidal Coyhaique Ad.","1997",84.5041951294261
"Teniente Vidal Coyhaique Ad.","2001",83.9550839995381
"Teniente Vidal Coyhaique Ad.","2005",84.0257034753631
"Teniente Vidal Coyhaique Ad.","2009",84.4724062052937
"Teniente Vidal Coyhaique Ad.","2013",84.8303379562913
"Balmaceda Ad.","1981",77.8341766091098
"Balmaceda Ad.","2017",80.6868958549458
"Balmaceda Ad.","1985",77.8124178173857
"Balmaceda Ad.","1989",77.605247929394
"Balmaceda Ad.","1993",78.9351849321984
"Balmaceda Ad.","1997",78.504092753933
"Balmaceda Ad.","2001",78.7914443206737
"Balmaceda Ad.","2005",78.6769043549837
"Balmaceda Ad.","2009",79.8458741782502
"Balmaceda Ad.","2013",79.9005266191843
"Chile Chico Ad.","1981",83.8919753686278
"Chile Chico Ad.","2017",84.397823194673
"Chile Chico Ad.","1985",83.9403545648256
"Chile Chico Ad.","1989",83.5831163051407
"Chile Chico Ad.","1993",84.0346724031679
"Chile Chico Ad.","1997",83.653786081911
"Chile Chico Ad.","2001",83.5470112599305
"Chile Chico Ad.","2005",83.9192788407199
"Chile Chico Ad.","2009",84.3383439920908
"Chile Chico Ad.","2013",84.5234738640361
"Azapa","1981",4.01161072317478
"Azapa","2017",2.02031003773959
"Azapa","1985",5.0156560338007
"Azapa","1989",5.01466507869344
"Azapa","1993",5.02118386030187
"Azapa","1997",3.99970063461194
"Azapa","2001",4.00401866655065
"Azapa","2005",4.80676057873507
"Azapa","2009",3.92260089581589
"Azapa","2013",3.01884065374099
"Lord Cochrane Ad.","1981",78.456688649514
"Lord Cochrane Ad.","2017",81.6660048716058
"Lord Cochrane Ad.","1985",78.652230156963
"Lord Cochrane Ad.","1989",78.0566788523938
"Lord Cochrane Ad.","1993",79.2505424716182
"Lord Cochrane Ad.","1997",78.0895985356942
"Lord Cochrane Ad.","2001",78.9520473643006
"Lord Cochrane Ad.","2005",79.6964446130314
"Lord Cochrane Ad.","2009",81.0395230687936
"Lord Cochrane Ad.","2013",81.1047762834332
"Chacalluta Arica Ap.","1981",0
"Chacalluta Arica Ap.","2017",0
"Chacalluta Arica Ap.","1985",0
"Chacalluta Arica Ap.","1989",0
"Chacalluta Arica Ap.","1993",0
"Chacalluta Arica Ap.","1997",0
"Chacalluta Arica Ap.","2001",0
"Chacalluta Arica Ap.","2005",0
"Chacalluta Arica Ap.","2009",0
"Chacalluta Arica Ap.","2013",0
"SANTA ROSA","1981",59.8969278273053
"SANTA ROSA","2017",51.2230912806572
"SANTA ROSA","1985",58.8259980472776
"SANTA ROSA","1989",58.2574395169011
"SANTA ROSA","1993",57.9884530521563
"SANTA ROSA","1997",56.5413066514752
"SANTA ROSA","2001",56.0405823602068
"SANTA ROSA","2005",57.1281538286794
"SANTA ROSA","2009",54.1379153739244
"SANTA ROSA","2013",51.9220563429076
"Torres Del Paine","1981",79.9486636590518
"Torres Del Paine","2017",83.5628295553033
"Torres Del Paine","1985",79.3734684606552
"Torres Del Paine","1989",79.5306821761787
"Torres Del Paine","1993",79.8792096057065
"Torres Del Paine","1997",79.5114858972502
"Torres Del Paine","2001",78.9114579198649
"Torres Del Paine","2005",80.8621883627748
"Torres Del Paine","2009",81.7411252655747
"Torres Del Paine","2013",83.0493887716832
"Punta Arenas","1981",79.9579215747322
"Punta Arenas","2017",82.8233103626189
"Punta Arenas","1985",79.7425544761954
"Punta Arenas","1989",79.3560630223574
"Punta Arenas","1993",79.9157997760121
"Punta Arenas","1997",79.9524834807485
"Punta Arenas","2001",80.7395766518948
"Punta Arenas","2005",81.7242310229158
"Punta Arenas","2009",82.319611891061
"Punta Arenas","2013",82.7316963907269
"Punta Arenas 2","1981",81.3276112773838
"Punta Arenas 2","2017",85.190122054044
"Punta Arenas 2","1985",81.6255721092039
"Punta Arenas 2","1989",82.1296483033739
"Punta Arenas 2","1993",82.9680456742062
"Punta Arenas 2","1997",82.8296269390103
"Punta Arenas 2","2001",83.970052603574
"Punta Arenas 2","2005",84.5411896745627
"Punta Arenas 2","2009",85.107095978241
"Punta Arenas 2","2013",85.5884386278449
"Ascasubi","1981",69.5398475263291
"Ascasubi","2017",65.4643447030189
"Ascasubi","1985",69.8761115548184
"Ascasubi","1989",69.7863235565505
"Ascasubi","1993",69.0674045612575
"Ascasubi","1997",69.2526111213032
"Ascasubi","2001",69.4668705266613
"Ascasubi","2005",68.8968952475707
"Ascasubi","2009",67.7683403827732
"Ascasubi","2013",66.4165071303332
"Maquinchao","1981",78.2594517983453
"Maquinchao","2017",79.084477891769
"Maquinchao","1985",77.3706271996598
"Maquinchao","1989",77.1604719223869
"Maquinchao","1993",77.852777346608
"Maquinchao","1997",77.4748488964724
"Maquinchao","2001",78.6808419983736
"Maquinchao","2005",78.1074581237208
"Maquinchao","2009",79.5522232827516
"Maquinchao","2013",79.041520774148
"Neuquen","1981",72.0675505492788
"Neuquen","2017",67.8597327470152
"Neuquen","1985",71.9961195085652
"Neuquen","1989",71.5364863875755
"Neuquen","1993",71.3130282995589
"Neuquen","1997",70.3804033329538
"Neuquen","2001",71.9013783587375
"Neuquen","2005",71.4924145390876
"Neuquen","2009",70.0319988954443
