"station_name","rcp","year","pessimistic","intermediate","optimistic"
"Lliu-Lliu Embalse","rcp85","2050",23.7634763878178,33.9926704636048,44.8553437085175
"Lliu-Lliu Embalse","rcp85","2085",9.76578029360667,24.777940572058,40.0919318248266
"LONDRINA 2","rcp45","2050",0,0,0
"LONDRINA 2","rcp45","2085",0,0,1.00289353276577
"LONDRINA 2","rcp85","2050",0,0,0
"LONDRINA 2","rcp85","2085",0,0,0
"Lord Cochrane Ad.","rcp45","2050",82.2891891462614,84.0092431565372,84.8588578603997
"Lord Cochrane Ad.","rcp45","2085",83.3888020821992,84.87512375909,87.3769571792154
"Lord Cochrane Ad.","rcp85","2050",82.7558011941564,84.8501576563012,85.9188622936244
"Lord Cochrane Ad.","rcp85","2085",84.7971413309806,87.4812909470911,88.6898919369078
"Los Condores","rcp45","2050",16.0470508262346,29.7670344505505,39.4144456996688
"Los Condores","rcp45","2085",15.805584127605,29.0358164622946,44.4056295940909
"Los Condores","rcp85","2050",9.89893899097694,22.0928173139007,35.1622933909939
"Los Condores","rcp85","2085",3.01465795519698,12.0349126415865,30.0417990969306
"Los Panguiles","rcp45","2050",35.8448350891676,46.8972654227728,56.2487949819815
"Los Panguiles","rcp45","2085",34.943346606387,48.5726310396285,61.3538879286825
"Los Panguiles","rcp85","2050",30.3429024085287,41.6621878911824,51.9784333373327
"Los Panguiles","rcp85","2085",16.9585366230447,30.9857629424391,48.2812450918673
"MALARGUE","rcp45","2050",59.2164137889413,63.9803957096383,68.8423882694049
"MALARGUE","rcp45","2085",59.4888132480137,66.0760747603376,72.9063871770613
"MALARGUE","rcp85","2050",56.6907293513077,61.7149215663321,66.2653288784768
"MALARGUE","rcp85","2085",45.4578384041024,56.6814786793589,67.98309222424
"Maquehue Temuco Ad.","rcp45","2050",70.9852489132741,76.0360227493275,80.3658262483204
"Maquehue Temuco Ad.","rcp45","2085",71.6743488787433,75.9642796181951,85.7640046450033
"Maquehue Temuco Ad.","rcp85","2050",69.2052637393972,72.4041776408885,77.595207513988
"Maquehue Temuco Ad.","rcp85","2085",60.9137096227096,67.7039103843772,82.1825418987919
"Maquinchao","rcp45","2050",77.950517211972,79.0527819127565,80.6089700595239
"Maquinchao","rcp45","2085",78.6569659528795,79.431321140919,81.1304926385837
"Maquinchao","rcp85","2050",78.0171173341241,78.9344343331759,80.4503780106338
"Maquinchao","rcp85","2085",77.9777270866794,79.3112487091103,80.9767393690217
"MAR DEL PLATA","rcp45","2050",56.8181160401036,61.9634715946631,63.9211551351173
"MAR DEL PLATA","rcp45","2085",57.4178770728158,62.6764180418386,74.59682287448
"MAR DEL PLATA","rcp85","2050",50.7970776282145,58.4243256174,61.213026632987
"MAR DEL PLATA","rcp85","2085",38.9213833260346,53.3647769078871,66.9344614001147
"MARCOS JUAREZ","rcp45","2050",28.3710592239463,30.684826364547,35.871855441722
"MARCOS JUAREZ","rcp45","2085",28.9515376059994,31.6111416738033,46.7324139461771
"MARCOS JUAREZ","rcp85","2050",25.2998328391022,27.7561538749844,32.0032529330724
"MARCOS JUAREZ","rcp85","2085",18.212872238792,24.8050878776512,40.2892965944503
"MARECHAL RONDON","rcp45","2050",0,0,0
"MARECHAL RONDON","rcp45","2085",0,0,0
"MARECHAL RONDON","rcp85","2050",0,0,0
"MARECHAL RONDON","rcp85","2085",0,0,0
"MATECANA","rcp45","2050",0,0,0
"MATECANA","rcp45","2085",0,0,0
"MATECANA","rcp85","2050",0,0,0
"MATECANA","rcp85","2085",0,0,0
"MINISTRO PISTARINI","rcp45","2050",35.1987435841784,37.6499367133092,45.06871842898
"MINISTRO PISTARINI","rcp45","2085",35.8577205827412,39.1471758775751,57.6331591157477
"MINISTRO PISTARINI","rcp85","2050",29.7039534031574,35.6527942010762,38.632592930463
"MINISTRO PISTARINI","rcp85","2085",21.996027033003,29.615323388774,50.3434118279256
"Neuquen","rcp45","2050",63.2615766496756,66.1901347653729,68.5057658747
"Neuquen","rcp45","2085",63.9949786746765,68.0375372891892,76.4195784902313
"Neuquen","rcp85","2050",58.2643269908713,64.3506760460514,67.1619626617075
"Neuquen","rcp85","2085",54.0781361586887,59.6002360868365,72.7016026475649
"NUEVA HESPERIDES INTL","rcp45","2050",15.6648435922339,19.1837641303705,23.6547762335076
"NUEVA HESPERIDES INTL","rcp45","2085",17.5672108606909,20.8771568420584,33.2026523105842
"NUEVA HESPERIDES INTL","rcp85","2050",14.797801982734,16.8532406191226,19.6023324626658
"NUEVA HESPERIDES INTL","rcp85","2085",7.69348593721539,13.8007329408258,24.6978587502031
"Paloma Embalse","rcp45","2050",10.0505674087088,17.1507579640788,26.373362516264
"Paloma Embalse","rcp45","2085",9.33883763836394,19.1033246612246,32.4789836241362
"Paloma Embalse","rcp85","2050",6.05954814779551,13.0155556291387,23.708971549515
"Paloma Embalse","rcp85","2085",1.01343083378163,6.05833935679141,19.0347907512985
"Parral","rcp45","2050",63.1320166977625,67.8437884303091,74.650494369148
"Parral","rcp45","2085",63.2720181885079,68.9694201669276,80.5110443051817
"Parral","rcp85","2050",59.8920135028525,64.4262567295646,71.4057002864926
"Parral","rcp85","2085",47.6113482504688,57.741609719099,71.3723996907943
"PASO DE LOS LIBRES","rcp45","2050",7.43152159340246,9.59351558224489,12.8128620724515
"PASO DE LOS LIBRES","rcp45","2085",7.75049618228536,10.1471915483849,21.4160886704494
"PASO DE LOS LIBRES","rcp85","2050",5.76319467672016,7.3637210806146,9.55750380141467
"PASO DE LOS LIBRES","rcp85","2085",2.81451082506032,5.38712836066617,11.932678848339
"PASO DE LOS TOROS","rcp45","2050",23.893507414818,26.7471400748072,32.80437274935
"PASO DE LOS TOROS","rcp45","2085",25.3088045185468,28.3279477201297,43.946967014972
"PASO DE LOS TOROS","rcp85","2050",20.5343818527986,24.3512066661888,27.4981689993861
"PASO DE LOS TOROS","rcp85","2085",13.5650571369697,20.6398602590748,34.384068223656
"Pichoy Valdivia Ad.","rcp45","2050",76.5006800253459,81.0054171214297,84.5572939833037
"Pichoy Valdivia Ad.","rcp45","2085",77.0938184787974,80.8072286337847,89.0726190304595
"Pichoy Valdivia Ad.","rcp85","2050",74.5153774445389,78.4729591280256,82.0048186301046
"Pichoy Valdivia Ad.","rcp85","2085",66.2564333602095,73.0236840236685,86.1418238226906
"Pirque","rcp45","2050",46.6975352094489,55.3970347237585,61.7831146488379
"Pirque","rcp45","2085",44.4801140661693,58.2902684292431,68.7111529504855
"Pirque","rcp85","2050",41.8572748299116,50.4041349785293,58.6496455247361
"Pirque","rcp85","2085",30.2868413075694,44.75644224486,58.9032332962424
"PISCO INTL","rcp45","2050",0,0,0
"PISCO INTL","rcp45","2085",0,0,0
"PISCO INTL","rcp85","2050",0,0,0
"PISCO INTL","rcp85","2085",0,0,0
"PONTA PELADA","rcp45","2050",0,0,0
"PONTA PELADA","rcp45","2085",0,0,0
"PONTA PELADA","rcp85","2050",0,0,0
"PONTA PELADA","rcp85","2085",0,0,0
"POSADAS","rcp45","2050",2.01735729133252,3.16346079712901,4.55645753538869
"POSADAS","rcp45","2085",2.01300618610804,3.20054549238705,7.97981384401214
"POSADAS","rcp85","2050",1.71181788591502,2.36391712144416,3.8272461652019
"POSADAS","rcp85","2085",0,1.0043896208075,4.01977284882304
"Potrero Grande","rcp45","2050",66.6987574427403,73.1348295742855,77.8436039751399
"Potrero Grande","rcp45","2085",66.2589501186667,75.4306309959483,81.5595347631934
"Potrero Grande","rcp85","2050",63.3883115744038,70.2554427160012,74.7873447667798
"Potrero Grande","rcp85","2085",52.5212507867645,61.6406310556713,74.9665189620519
"PRESIDENTE GENERAL DON OSCAR D GESTIDO","rcp45","2050",14.4406394502792,16.788030107489,21.7716689618292
"PRESIDENTE GENERAL DON OSCAR D GESTIDO","rcp45","2085",14.7218047804581,17.3708775173989,33.2197793343385
"PRESIDENTE GENERAL DON OSCAR D GESTIDO","rcp85","2050",12.6241371748674,14.1999401667183,16.6811550996299
"PRESIDENTE GENERAL DON OSCAR D GESTIDO","rcp85","2085",5.48917231976259,10.4108434493972,22.6087859907502
"PRESIDENTE JUSCELINO KUBITSCHEK","rcp45","2050",0,0,0
"PRESIDENTE JUSCELINO KUBITSCHEK","rcp45","2085",0,0,0
"PRESIDENTE JUSCELINO KUBITSCHEK","rcp85","2050",0,0,0
"PRESIDENTE JUSCELINO KUBITSCHEK","rcp85","2085",0,0,0
"PRESIDENTE PERON","rcp45","2050",61.0257586600083,64.8367579757396,67.9039321839682
"PRESIDENTE PERON","rcp45","2085",62.5079511467698,66.8521066031515,76.110913724915
"PRESIDENTE PERON","rcp85","2050",57.8851094344154,62.4962188594072,65.2983956622675
"PRESIDENTE PERON","rcp85","2085",53.0271189384825,59.0281084549688,72.6424649357937
"Pudahuel Santiago","rcp45","2050",44.8157718987409,56.0801404327617,63.4172522118524
"Pudahuel Santiago","rcp45","2085",44.6828743621263,58.1259653482093,68.1597197788997
"Pudahuel Santiago","rcp85","2050",40.8382230350812,49.7225848718442,59.6213064877984
"Pudahuel Santiago","rcp85","2085",28.3782012367833,43.2342933743321,57.3533384392767
"Punta Arenas","rcp45","2050",83.6409573657602,85.9012551193346,87.5234225592667
"Punta Arenas","rcp45","2085",84.1941032744244,86.8586357348886,88.7776091582673
"Punta Arenas","rcp85","2050",85.145790091743,87.1429540849585,89.1719784342695
"Punta Arenas","rcp85","2085",87.9324910779724,91.6749966484876,92.6580996897337
"Punta Arenas 2","rcp45","2050",85.678979856888,87.8071372732265,89.061294910427
"Punta Arenas 2","rcp45","2085",86.3999991198125,88.4945020228079,90.306612929633
"Punta Arenas 2","rcp85","2050",87.1584395654208,88.905329784031,90.2352469766192
"Punta Arenas 2","rcp85","2085",89.565470048241,92.4930991155134,93.0880917644172
"Quillota","rcp45","2050",26.8288724850148,38.7672897242703,48.6525912144489
"Quillota","rcp45","2085",26.6477916479944,39.8579135136742,51.7528736620936
"Quillota","rcp85","2050",21.0929682733222,32.7878930288722,43.4141025849017
"Quillota","rcp85","2085",9.97169690052908,23.7367219037851,39.897972609569
"Quinta Normal Santiago","rcp45","2050",36.7278231519531,46.0027748072489,54.8257833791818
"Quinta Normal Santiago","rcp45","2085",34.1126544465703,48.6893651277878,62.3967156063459
"Quinta Normal Santiago","rcp85","2050",31.541482734719,40.2337271937809,51.4575578870204
"Quinta Normal Santiago","rcp85","2085",20.0890556074974,34.6801656510443,49.3605872823996
"RECONQUISTA AERO","rcp45","2050",7.67585198809201,9.05147828820714,12.1862171593052
"RECONQUISTA AERO","rcp45","2085",7.61960567197639,10.4694701930913,20.9116140588314
"RECONQUISTA AERO","rcp85","2050",6.26073766542333,7.47743114021046,9.89814659846638
"RECONQUISTA AERO","rcp85","2085",2.68712505798058,5.51589725318877,12.7421567571496
"RESISTENCIA","rcp45","2050",4.38129624815474,5.13073634077148,7.66302229105474
"RESISTENCIA","rcp45","2085",4.22776267313952,6.14185920883705,12.0580506385394
"RESISTENCIA","rcp85","2050",3.62913709796069,4.58922048185059,5.49556988307177
"RESISTENCIA","rcp85","2085",1.00382243941391,2.98783731899238,7.33129669953109
"RIO CUARTO AREA DE MATERIAL","rcp45","2050",33.4869205974187,36.2903897833482,41.6386228042147
"RIO CUARTO AREA DE MATERIAL","rcp45","2085",34.3278921628962,38.096434064199,54.2744650844506
"RIO CUARTO AREA DE MATERIAL","rcp85","2050",28.9402316593309,33.2581543047168,38.0572810320882
"RIO CUARTO AREA DE MATERIAL","rcp85","2085",22.625481063124,29.9812429063979,47.2030407972163
"RIO GALLEGOS","rcp45","2050",83.328756554256,84.3837198314559,84.9797111643933
"RIO GALLEGOS","rcp45","2085",83.8509775439634,84.8774889487977,86.6443877204401
"RIO GALLEGOS","rcp85","2050",83.9709766799733,85.1386708194295,85.9812461233169
"RIO GALLEGOS","rcp85","2085",85.8168111140203,86.968601004648,88.1281246332419
"RIO GRANDE 2","rcp45","2050",78.5810489824435,80.6118039686953,81.6411489788634
"RIO GRANDE 2","rcp45","2085",78.7305622630458,81.6428545829494,83.1654556274225
"RIO GRANDE 2","rcp85","2050",79.874559814798,81.9104636874945,84.4908854348996
"RIO GRANDE 2","rcp85","2085",82.4718063669297,85.9671051126606,87.3627040855454
"Rivadavia","rcp45","2050",6.66615523946143,10.1867424746374,14.2169666068444
"Rivadavia","rcp45","2085",5.94871232902869,10.4394687087307,16.3075312333913
"Rivadavia","rcp85","2050",4.13635503424712,7.90490155838461,12.902102692415
"Rivadavia","rcp85","2085",1.97266476911921,3.90589130164295,9.82480089729074
"ROCHA","rcp45","2050",28.471545756801,32.2211238325294,35.0595749665536
"ROCHA","rcp45","2085",29.1285473848475,33.519544443725,50.5844184236184
"ROCHA","rcp85","2050",25.0145649146523,28.7754594437215,31.9059364758168
"ROCHA","rcp85","2085",13.920584896191,23.2877584246955,40.9029830782429
"ROSARIO","rcp45","2050",27.7807762214325,29.9445171192192,35.1518808977453
"ROSARIO","rcp45","2085",27.0647752106174,31.3693987405771,46.4360471536311
"ROSARIO","rcp85","2050",24.2724540629678,26.969683493717,30.4407898634086
"ROSARIO","rcp85","2085",15.5343098846638,23.8167482617205,40.6443188780056
"SALGADO FILHO","rcp45","2050",5.91885036045255,6.56122495062084,9.66556361614016
"SALGADO FILHO","rcp45","2085",5.62499689555989,8.04294576303118,18.8306700033027
"SALGADO FILHO","rcp85","2050",3.96759996068027,5.02571474819581,7.02074121349472
"SALGADO FILHO","rcp85","2085",1.00957865342475,3.01741576963974,10.6561517924529
"SALTA","rcp45","2050",11.9556078765561,16.3775290732577,19.2947175032728
"SALTA","rcp45","2085",11.0772895502953,16.6891640201275,25.7620156601664
"SALTA","rcp85","2050",10.2682451108258,12.9614975708369,16.8024184106994
"SALTA","rcp85","2085",4.90750371397974,9.07164031996649,17.3750278641096
"SAN CARLOS DE BARILOCHE","rcp45","2050",83.7559078490401,84.4496372624399,84.9847655443432
"SAN CARLOS DE BARILOCHE","rcp45","2085",84.4940439705006,84.8817435994451,85.524482385087
"SAN CARLOS DE BARILOCHE","rcp85","2050",83.8533632675617,84.6960757105953,85.5088152146217
"SAN CARLOS DE BARILOCHE","rcp85","2085",83.7567196179371,85.1246744986765,86.096769048077
"SAN JUAN","rcp45","2050",28.4254100558733,36.1656339298843,44.3251698460726
"SAN JUAN","rcp45","2085",29.8256486430837,38.2193746616103,52.5281106170914
"SAN JUAN","rcp85","2050",25.5741491667955,33.347526851654,42.9521276249689
"SAN JUAN","rcp85","2085",17.2537477801536,28.2020392259982,45.5541783954613
"SAN JULIAN","rcp45","2050",83.1473313774923,84.256197492984,84.8220001440943
"SAN JULIAN","rcp45","2085",83.5173358991365,84.7398289902308,85.6062109859954
"SAN JULIAN","rcp85","2050",82.9717924598583,84.1328951396476,84.7271797856627
"SAN JULIAN","rcp85","2085",80.2584268748296,82.6499910566727,85.8471355512547
"SAN LUIS","rcp45","2050",24.2137969096557,28.5092856044555,35.0907186695567
"SAN LUIS","rcp45","2085",25.2709569778215,31.230710586241,49.1952745340213
"SAN LUIS","rcp85","2050",21.7776535419466,25.913978183514,30.8132201756944
"SAN LUIS","rcp85","2085",17.9009673820474,20.9344341626552,40.2035137355415
"SAN RAFAEL","rcp45","2050",39.32264098313,45.3964180692426,52.9367819487916
"SAN RAFAEL","rcp45","2085",39.9445277969476,48.4462890248674,63.0111072683794
"SAN RAFAEL","rcp85","2050",36.7568648513206,42.7057527406573,49.3368934938154
"SAN RAFAEL","rcp85","2085",29.9626768298476,37.3906032130253,53.713002479325
"Santa Juana","rcp45","2050",3.02786115439173,7.00323804428319,11.0738433143495
"Santa Juana","rcp45","2085",3.03883323627224,7.03602523819836,15.5271460258236
"Santa Juana","rcp85","2050",1.91288616145022,4.59279750651239,8.00970338090315
"Santa Juana","rcp85","2085",0,1.01050367505037,6.04755678213917
"SANTA ROSA","rcp45","2050",46.7345270029823,50.6370317245423,54.2473181838604
"SANTA ROSA","rcp45","2085",49.1061462030866,51.7080526856889,65.6613971976685
"SANTA ROSA","rcp85","2050",43.573629058862,47.2199069515864,51.1434925068124
"SANTA ROSA","rcp85","2085",37.52247481299,43.2405690420287,60.4673823740677
"Santa Rosa Aero","rcp45","2050",50.8864312140881,53.9355050248732,58.4768651094664
"Santa Rosa Aero","rcp45","2085",52.299412249673,55.333137456817,68.7107097701223
"Santa Rosa Aero","rcp85","2050",46.585954957809,51.3054001673872,55.2745378590862
"Santa Rosa Aero","rcp85","2085",41.1418276680188,47.2160172343019,64.8098936658644
"SANTAREM","rcp45","2050",0,0,0
"SANTAREM","rcp45","2085",0,0,0
"SANTAREM","rcp85","2050",0,0,0
"SANTAREM","rcp85","2085",0,0,0
"SANTIAGO DEL ESTERO","rcp45","2050",6.95123672145797,11.1023732279046,12.133819480011
"SANTIAGO DEL ESTERO","rcp45","2085",7.87058829922256,12.829056124622,23.308073299203
"SANTIAGO DEL ESTERO","rcp85","2050",7.17407149503947,9.47398462437036,11.4151436684813
"SANTIAGO DEL ESTERO","rcp85","2085",3.99460234747391,6.86246159203108,16.8296680193257
"Santo Domingo Ad.","rcp45","2050",40.7572099242861,53.6253565388643,61.4409763586182
"Santo Domingo Ad.","rcp45","2085",40.2492535229139,53.3974332139173,69.8079013118841
"Santo Domingo Ad.","rcp85","2050",33.9535185856948,47.822184360356,57.0823138126543
"Santo Domingo Ad.","rcp85","2085",19.0153773823997,36.0985177075931,53.1029459108231
"SANTOS DUMONT","rcp45","2050",0,0,0
"SANTOS DUMONT","rcp45","2085",0,0,0
"SANTOS DUMONT","rcp85","2050",0,0,0
"SANTOS DUMONT","rcp85","2085",0,0,0
"SAUCE VIEJO","rcp45","2050",19.4914707826642,22.0210039146532,25.7266408899552
"SAUCE VIEJO","rcp45","2085",19.5536340270094,23.3263701134006,39.0713904557651
"SAUCE VIEJO","rcp85","2050",17.4401429940176,19.3361542788471,22.2210289341583
"SAUCE VIEJO","rcp85","2085",10.9570849558959,17.060920878409,30.5539651055647
"SILVIO PETTIROSSI INTL","rcp45","2050",0.886970403328064,1.01465816419463,2.00975395863337
"SILVIO PETTIROSSI INTL","rcp45","2085",0.88538965855173,1.65903744622128,4.8296776958
"SILVIO PETTIROSSI INTL","rcp85","2050",0,0.995807420110623,1.54902704871847
"SILVIO PETTIROSSI INTL","rcp85","2085",0,0,1.93236886631718
"SIMON BOLIVAR INTL","rcp45","2050",0,0,0
"SIMON BOLIVAR INTL","rcp45","2085",0,0,0
"SIMON BOLIVAR INTL","rcp85","2050",0,0,0
"SIMON BOLIVAR INTL","rcp85","2085",0,0,0
"Talca U.C.","rcp45","2050",58.9010211484469,65.7675776877859,72.6956387211721
"Talca U.C.","rcp45","2085",59.0938622851008,66.9993574236623,77.4684088984886
"Talca U.C.","rcp85","2050",54.8537319491888,61.5104209673664,68.5055840295117
"Talca U.C.","rcp85","2085",42.9513996586168,53.6372419605457,68.1021507624187
"TANDIL","rcp45","2050",58.6092964229947,62.6458489202165,67.8630899229993
"TANDIL","rcp45","2085",59.7414038732693,63.6963014184676,75.9255724461686
"TANDIL","rcp85","2050",55.6043294498768,60.5807091783136,62.7978115498045
"TANDIL","rcp85","2085",45.2982894076813,55.5229082987407,69.3735108722485
"TENIENTE ALEJANDRO VELASCO ASTETE INTL","rcp45","2050",2.89799895480428,10.5816805875852,28.7359114870223
"TENIENTE ALEJANDRO VELASCO ASTETE INTL","rcp45","2085",2.70632560140351,12.0016167628521,32.0803955895981
"TENIENTE ALEJANDRO VELASCO ASTETE INTL","rcp85","2050",1.01285130131225,5.59803173966895,22.7532595869525
"TENIENTE ALEJANDRO VELASCO ASTETE INTL","rcp85","2085",0,1.09339417300623,13.1272270507365
"Teniente Vidal Coyhaique Ad.","rcp45","2050",86.1259913247859,86.9473603554979,87.7561124340173
"Teniente Vidal Coyhaique Ad.","rcp45","2085",86.4590707247789,87.610395299198,88.5138189997597
"Teniente Vidal Coyhaique Ad.","rcp85","2050",85.8025722898201,87.4136114542871,88.4302025028755
"Teniente Vidal Coyhaique Ad.","rcp85","2085",87.2581052822661,88.1555932845185,89.4347230956155
"Torres Del Paine","rcp45","2050",82.8196139773481,83.7738513551267,84.5955364063084
"Torres Del Paine","rcp45","2085",82.7912735579957,84.2076507709398,85.5512950845077
"Torres Del Paine","rcp85","2050",83.358115001105,84.4025168728949,85.1038473434437
"Torres Del Paine","rcp85","2085",83.7688850209561,84.9053581627923,85.702291653799
"Traiguen","rcp45","2050",76.7706426116747,81.7953685516241,84.6436415634344
"Traiguen","rcp45","2085",77.7751495399298,81.649584089213,89.3791324897902
"Traiguen","rcp85","2050",75.0473223250092,78.7473922414511,82.888741116476
"Traiguen","rcp85","2085",66.488516112036,73.4761855427787,85.6435102863641
"Trelew","rcp45","2050",66.5641094197345,69.5746884732162,72.5225996466575
"Trelew","rcp45","2085",67.2468404354349,71.3499377627868,78.0077436925058
"Trelew","rcp85","2050",63.5813200139937,67.4215833120888,70.9593630584791
"Trelew","rcp85","2085",60.7409965377501,63.888160272194,74.5885466256168
"TTE AV JORGE HENRICH ARAUZ","rcp45","2050",0,0,0
"TTE AV JORGE HENRICH ARAUZ","rcp45","2085",0,0,0
"TTE AV JORGE HENRICH ARAUZ","rcp85","2050",0,0,0
"TTE AV JORGE HENRICH ARAUZ","rcp85","2085",0,0,0
"VAL DE CANS INTL","rcp45","2050",0,0,0
"VAL DE CANS INTL","rcp45","2085",0,0,0
"VAL DE CANS INTL","rcp85","2050",0,0,0
"VAL DE CANS INTL","rcp85","2085",0,0,0
"Viedma","rcp45","2050",66.6819679275122,68.843747574083,71.1605106195129
"Viedma","rcp45","2085",67.3698185037297,70.1060095764624,79.3482620458371
"Viedma","rcp85","2050",64.0239879776555,67.3283698453188,69.3568764885695
"Viedma","rcp85","2085",58.9160931570432,63.3147021816039,74.6813984464352
"Vilcuya","rcp45","2050",33.1177477505798,41.4655637231817,48.8230623414235
"Vilcuya","rcp45","2085",29.8769996815382,41.820676735053,48.9893311599726
"Vilcuya","rcp85","2050",28.107245693298,37.2232853098922,45.4217554814871
"Vilcuya","rcp85","2085",17.0841003828073,29.8250340903539,43.1417387397513
"VILLA REYNOLDS","rcp45","2050",34.1217881312059,37.0199195322284,42.1913809687721
"VILLA REYNOLDS","rcp45","2085",36.3895129900939,38.9328564306452,56.0108110121719
"VILLA REYNOLDS","rcp85","2050",30.4034932889399,34.9605184672428,39.2548424325732
"VILLA REYNOLDS","rcp85","2085",26.802499972523,31.1366603511483,48.3613155465519
"VIRACOPOS","rcp45","2050",0,0,0
"VIRACOPOS","rcp45","2085",0,0,1.00861840622474
"VIRACOPOS","rcp85","2050",0,0,0
"VIRACOPOS","rcp85","2085",0,0,0
