"station_name","Elevation","Latitude","Longitude","CTRY","observed_SWC","X1981","X1985","X1989","X1993","X1997","X2001","X2005","X2009","X2013","X2017","rcp45_2050_pessimistic","rcp45_2050_intermediate","rcp45_2050_optimistic","rcp45_2085_pessimistic","rcp45_2085_intermediate","rcp45_2085_optimistic","rcp85_2050_pessimistic","rcp85_2050_intermediate","rcp85_2050_optimistic","rcp85_2085_pessimistic","rcp85_2085_intermediate","rcp85_2085_optimistic","avg_temp_jul","avg_temp_aug","min_temp_jul","min_temp_aug","max_temp_jul","max_temp_aug","obs_avg_temp_jul","obs_tmin_jul","obs_tmax_jul","sd_obs_avg_temp_jul","sd_obs_tmin_jul","sd_obs_tmax_jul","obs_avg_temp_aug","obs_tmin_aug","obs_tmax_aug","sd_obs_avg_temp_aug","sd_obs_tmin_aug","sd_obs_tmax_aug","outlier","outlier_tmin_jul","outlier_tmean_jul","outlier_tmax_jul"
"Ascasubi",22,-39.38,-62.62,"AR",68.0497004584366,69.5398475263291,69.8761115548184,69.7863235565505,69.0674045612575,69.2526111213032,69.4668705266613,68.8968952475707,67.7683403827732,66.4165071303332,65.4643447030189,62.4550734816687,63.4081965146634,64.8019128915682,62.9689288075441,64.7105038124291,67.6030191380182,59.093585538546,60.8258769998229,62.6977924544533,52.8094934479533,57.1342604015999,62.3162002885038,7.30000019073486,8.5,1.39999997615814,1.89999997615814,13.1999998092651,15.1000003814697,7.35,1.49,13.22,3.36,4.18,3.71,9.65,2.81,16.49,3.48,4.15,4.27,FALSE,FALSE,FALSE,FALSE
"Azapa",365,-18.5156,-70.1806,"CI",0,4.01161072317478,5.0156560338007,5.01466507869344,5.02118386030187,3.99970063461194,4.00401866655065,4.80676057873507,3.92260089581589,3.01884065374099,2.02031003773959,0,0,0,0,0,0,0,0,0,0,0,0,14.6999998092651,14.8000001907349,11.3999996185303,11.6000003814697,18,18.1000003814697,15.31,11.35,19.27,1.76,2.85,1.32,15.74,11.94,19.54,1.65,2.37,1.71,FALSE,FALSE,FALSE,FALSE
"BALMACEDA",524.9,-45.916,-71.689,"CI",76.2685082439455,78.8743459435582,78.2577453673866,77.9392606346928,79.6800960375258,78.8531360055531,78.6409586226655,78.6882750812492,79.1755082446598,79.8581101961827,80.6870327533898,81.5988491231662,82.1812458601235,82.9330284134721,82.1196687907168,83.3056636650581,84.1527343436159,82.6231180425017,83.0430797950539,83.6352017319451,84.6664884079289,85.7585029194606,86.3553441062192,1,2.90000009536743,-2.5,-0.800000011920929,4.5,6.69999980926514,1.03,-2.56,4.61,4.21,5.36,3.73,3.24,-0.77,7.26,2.77,3.66,2.94,FALSE,FALSE,FALSE,FALSE
"Balmaceda Ad.",517,-45.9128,-71.6942,"CI",75.2279167870708,77.8341766091098,77.8124178173857,77.605247929394,78.9351849321984,78.504092753933,78.7914443206737,78.6769043549837,79.8458741782502,79.9005266191843,80.6868958549458,80.9843352511693,81.8004707338375,82.6481596001013,81.4148021427733,82.83028085054,83.5112637779794,82.1260555120683,82.7520083756817,83.4631418148683,84.3578636351645,85.4284009699742,85.9816532394033,1,2.90000009536743,-2.59999990463257,-0.899999976158142,4.5,6.59999990463257,0.67,-2.7,4.03,4.25,5.4,3.8,2.9,-0.91,6.72,2.79,3.68,3.05,FALSE,FALSE,FALSE,FALSE
"Bernardo O'Higgins Chillan Ad.",151,-36.5872,-72.04,"CI",79.563177829997,80.1741407342588,79.9736646804895,80.1576229729817,78.3344914461322,78.3068745231376,78.9256322481374,80.1488198888746,79.8365717791812,79.9598075641115,78.9677235331956,68.5310407606642,70.8590070242044,74.5314655018144,69.7313846988624,71.7340076450915,77.0568747417866,65.5548275637263,67.5765587547321,71.1401582808638,56.1810369286931,62.2962576456448,69.6871172872198,7.40000009536743,8.39999961853027,3.20000004768372,3.5,11.6999998092651,13.3999996185303,7.79,3.55,12.02,2.51,3.92,2.58,9.26,4.32,14.2,2.35,3.68,2.85,FALSE,FALSE,FALSE,FALSE
"BOA VISTA",84.1,2.846,-60.69,"BR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6000003814697,27.5,22.6000003814697,23.2000007629395,30.6000003814697,31.7000007629395,27.64,23.67,31.62,1.46,1.32,2.18,28.4,23.98,32.82,1.49,1.43,2.17,FALSE,FALSE,FALSE,FALSE
"CAMPO GRANDE",558.7,-20.469,-54.673,"BR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7999992370605,22.5,14.5,16.1000003814697,27,29,22.13,15.72,28.54,4.17,4.54,4.31,24.14,17.65,30.63,3.81,4.03,4.11,FALSE,FALSE,FALSE,FALSE
"Canal Bajo Osorno Ad.",61,-40.605,-73.0608,"CI",86.2106146971765,87.3573779911439,87.5374804733374,87.6693095044618,87.0359097409082,86.4984070065184,86.6935038147967,86.7276679148617,86.8468722194584,86.60670216162,86.1062657721595,81.2973259050599,82.465845752,83.514726375024,81.2564964559903,82.5622582442138,85.3719977303504,79.3085001817683,80.1581751294434,82.3778129800505,71.6151768382584,75.3023677595093,80.5864467705427,6.80000019073486,7.40000009536743,2.79999995231628,3.09999990463257,10.8000001907349,11.6999998092651,6.93,3.23,10.62,2.89,4.3,2.31,7.76,3.52,11.99,2.56,3.99,2.26,FALSE,FALSE,FALSE,FALSE
"CAP FAP DAVID ABENZUR RENGIFO INTL",156.4,-8.378,-74.574,"PE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3999996185303,26.2000007629395,19.2999992370605,19.7000007629395,31.6000003814697,32.5999984741211,25.79,19.58,32.01,2.16,2.3,2.66,26.65,20.33,32.96,1.93,2.03,2.52,FALSE,FALSE,FALSE,FALSE
"CAPITAN CARLOS MARTINEZ DE PINILLOS",32.3,-8.081,-79.109,"PE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1000003814697,17.6000003814697,14,13.5,22.2000007629395,21.7000007629395,18.4,15.2,21.59,2.01,2.18,2.38,17.87,14.92,20.83,1.84,1.97,2.14,FALSE,FALSE,FALSE,FALSE
"CAPITAN FAP GUILLERMO CONCHA IBERICO",35.4,-5.206,-80.616,"PE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7999992370605,20.5,14.8000001907349,14.5,26.7000007629395,26.3999996185303,22.55,17.06,28.05,1.69,2.11,1.86,22.44,16.71,28.16,1.5,1.87,1.77,FALSE,TRUE,FALSE,FALSE
"CAPT JOSE A  QUINONES GONZALES INTL",29.6,-6.787,-79.828,"PE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2999992370605,18.7999992370605,15,14.5,23.5,23,20.49,16.51,24.47,1.93,1.94,2.24,20.11,16.1,24.11,1.71,1.79,2.03,FALSE,FALSE,FALSE,FALSE
"CARLOS IBANEZ DEL CAMPO INTL",42.4,-53.003,-70.855,"CI",79.6207548092111,81.5258058649724,80.8487652878703,80.1485051698792,81.1013852454889,81.3336906234908,81.6034099551416,82.381077637071,83.1549089356013,83.6370979164165,83.9183314550264,85.8146577721112,86.6807625016172,87.4964306434997,86.2017584987125,87.4174056771863,89.1810688948267,86.752709391885,87.9984391489879,88.7838999048724,89.5249724295335,91.7443417293289,92.4371397640493,1.29999995231628,2.29999995231628,-1.60000002384186,-0.899999976158142,4.19999980926514,5.5,1.7,-1.11,4.52,2.64,3.25,2.58,3.05,-0.1,6.19,2.16,2.56,2.36,FALSE,FALSE,FALSE,FALSE
"CARRASCO INTL",32,-34.838,-56.031,"UY",46.3805021871992,48.3309498452854,47.9197522594284,50.6051181875032,49.0257177534768,48.5901875133582,48.175301061246,47.7551974940006,46.1064775886427,45.4183313476133,44.5098580016938,36.3789774375649,38.6735468029356,42.4648065020531,37.571711346843,40.7566364386266,43.6042201769549,31.7062771186501,35.0611175634731,37.2013722160963,22.9857964381306,28.8253359394578,34.2851517958949,10.3999996185303,11.3999996185303,6,6.69999980926514,14.6999998092651,16.1000003814697,10.49,5.97,15.01,3.5,3.91,4.09,12.17,7.15,17.19,3.51,3.75,4.4,FALSE,FALSE,FALSE,FALSE
"Carriel Sur Concepcion.",12,-36.7792,-73.0622,"CI",72.6884501698369,75.1193123540347,75.3900201568483,75.3372573387596,72.7492140403419,73.3166913529808,74.4303551993362,75.8638638636858,75.6499424661952,74.9370962900239,73.2429938873188,62.3835692587483,65.0466022255468,67.8388355382762,62.2661988496441,64.5305569058246,72.0322871282401,57.8074612724527,60.5566825559688,65.1309245390843,45.6345005999047,51.3763982045502,61.0662258008208,9.10000038146973,9.5,5.30000019073486,5.30000019073486,13,13.8000001907349,9.57,5.78,13.35,2.29,3.72,1.82,10.09,6.04,14.14,2.1,3.54,1.8,FALSE,FALSE,FALSE,FALSE
"CARRIEL SUR INTL",7.9,-36.773,-73.063,"CI",69.546646644646,73.2799514881474,73.3516634998396,72.9118323616176,70.5138206038173,71.0646099513647,71.3957468781418,72.9272725662495,72.9311869594039,72.3799085528317,70.0267360581274,60.5571738492623,63.3590989787558,66.4774260159293,60.6202612641467,63.1011539170959,70.2094347617432,54.7754629655789,59.1451949747188,62.8595982139479,45.3157187413049,49.48318815331,59.8179747049958,9.19999980926514,9.60000038146973,5.30000019073486,5.30000019073486,13.1000003814697,13.8999996185303,9.8,5.76,13.85,2.29,3.67,2.05,10.27,6.01,14.52,2.12,3.5,1.92,FALSE,FALSE,FALSE,FALSE
"CATAMARCA",463.9,-28.596,-65.752,"AR",17.6323886791736,19.9478236495243,18.5201803625455,18.4306864568727,17.6350516404359,17.3877417441595,15.9109411207173,17.8276685452715,15.9942186300896,16.1655984271449,15.5085611911734,7.93733352204976,9.55638714334896,11.6406550168057,9.41872605870478,11.4499305855423,14.0362580079065,6.99333229375347,8.2163352247328,9.80887564288789,3.89318938875776,6.00508598530328,9.40832322006463,11.8000001907349,15.1000003814697,3.90000009536743,7,19.6000003814697,23.2000007629395,12.55,4.63,20.48,3.51,4.47,4.43,16.3,8.09,24.51,4.1,4.47,5.28,FALSE,FALSE,FALSE,FALSE
"CATARATAS DEL IGUAZU",279.2,-25.737,-54.473,"AR",7.73614774972448,6.63536199781595,7.17728790637057,6.9309700073145,7.1092919900351,6.27751528925012,5.99175788436162,6.79614334174482,6.04037709314645,6.04939670320894,6.07316202154436,2.01436575014413,3.001501054562,3.66236272921346,2.68329725775444,3.09124381765798,4.50369913035704,1.89344635248563,2.02229661175841,3.00715971347298,0,1.00470471471567,2.00566997308015,15.3000001907349,16.8999996185303,9,10.1999998092651,21.7000007629395,23.7000007629395,16.76,10.85,22.68,4.59,5.1,4.89,18.82,12.39,25.26,4.21,4.42,5.03,FALSE,FALSE,FALSE,FALSE
"CATARATAS INTL",239.9,-25.596,-54.487,"BR",6.75394699016045,4.83145685290805,5.07773486170231,4.98914524323396,6.29800111268264,4.9861012133627,4.98478616163095,5.90640508849924,5.72992408542888,6.06626724006358,5.37246893303546,1.99350580147183,2.0188290001189,3.01397357751608,2.0078480553124,2.95970886213297,3.75486870903259,1.00643290435552,1.99962209744189,2.01813089597453,0,1.00011891875414,1.01755527855986,15.8000001907349,17.3999996185303,9.30000019073486,10.3000001907349,22.3999996185303,24.5,17.47,11.64,23.3,4.66,5.22,4.88,19.57,13.3,25.83,4.32,4.6,4.96,FALSE,TRUE,FALSE,FALSE
"CERES",88,-29.883,-61.95,"AR",23.9023721682699,24.1728267405683,24.2829491940165,25.2460764921839,25.4806901685265,25.2603285202645,24.3378045108348,24.3665668639725,21.3897046513302,20.2648750002531,19.1212493862865,14.4403003031421,15.3614171352024,17.7897692946049,15.2544731255698,17.0504676371238,19.4129874770623,12.6830824079996,13.8317834031039,14.8020406245116,8.47067881007604,11.6471889065708,13.3912903045938,12.1999998092651,14.1000003814697,5.5,6.69999980926514,19,21.5,12.57,6.13,19.01,4.49,5.3,5.01,15.04,7.95,22.14,4.61,5.02,5.53,FALSE,FALSE,FALSE,FALSE
"Cerro Calan",848,-33.395,-70.5367,"CI",53.6681183246582,59.2473236775068,57.6173363853968,56.1028818098903,53.4511668065061,53.3460164173298,51.7212604541746,51.9806516273075,50.6155478248056,52.0479625475236,50.99932275628,39.2000801826507,43.7846486637254,46.2803511855844,39.5718298238727,44.7934345306167,50.8039351981942,35.9080225755283,38.3321471597969,44.3031250465182,22.7441535687593,32.005082554123,42.883518781309,8.39999961853027,9.69999980926514,2.59999990463257,3.5,14.1999998092651,15.8000001907349,10.49,5.71,15.26,3.47,3.03,4.82,11.38,6.14,16.63,3.4,2.96,4.82,FALSE,TRUE,TRUE,FALSE
"Cerro Moreno Antofagasta Ap.",113,-23.4503,-70.4411,"CI",4.72514389215098,7.03081860669363,7.04660030360213,7.06878474038956,7.04174647159005,7.05291921193066,10.0493731533688,12.0912793749624,12.0744767082228,11.0677929300061,9.06123632050321,0,1.0004034388374,1.00395898610071,0,1.00111411500046,1.0112111973179,0,0,0,0,0,0,13.8999996185303,14.3999996185303,10.8999996185303,11.5,16.8999996185303,17.2000007629395,14.43,11.74,17.12,1.4,1.86,1.46,14.75,12.3,17.2,1.34,1.67,1.43,FALSE,FALSE,FALSE,FALSE
"CERRO MORENO INTL",138.7,-23.444,-70.445,"CI",3.02671436168413,7.04534854069243,8.02630505060301,8.05254247481901,7.85357862376304,8.04849492725077,10.0468948194298,13.0597272093419,12.9948507637391,12.0550118443432,11.0092258470988,0,0,1.00447924696814,0,0.958066557057776,1.00568145059755,0,0,0,0,0,0,13.8999996185303,14.3999996185303,11,11.5,16.8999996185303,17.2000007629395,14.51,11.73,17.29,1.43,1.89,1.55,14.81,12.31,17.31,1.39,1.68,1.58,FALSE,FALSE,FALSE,FALSE
"CHACALLUTA",50.9,-18.349,-70.339,"CI",0,0,0.998705304544302,0,0,0,1.00024785506631,1.0003344685052,1.00136396099469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,15.5,12.8000001907349,12.8999996185303,18.1000003814697,18.1000003814697,16.64,14.31,18.97,1.58,2.24,1.52,16.67,14.48,18.87,1.55,2.11,1.59,FALSE,FALSE,FALSE,FALSE
"Chacalluta Arica Ap.",63,-18.3514,-70.3358,"CI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,15.5,12.8999996185303,13,18,18,16.6,14.41,18.8,1.51,2.17,1.34,16.72,14.69,18.75,1.38,1.76,1.42,FALSE,FALSE,FALSE,FALSE
"Chile Chico Ad.",306,-46.5808,-71.6928,"CI",83.0742950804469,83.8919753686278,83.9403545648256,83.5831163051407,84.0346724031679,83.653786081911,83.5470112599305,83.9192788407199,84.3383439920908,84.5234738640361,84.397823194673,84.8822048743162,84.9886559378551,85.5413595437421,85.225571112834,85.5622647557557,85.9592777600081,84.8543841644087,85.0021381828137,85.6556911967823,83.348357388659,84.6481084281611,85.5111220214275,2,3.70000004768372,-2,-0.699999988079071,6,8.10000038146973,2.99,-1.31,7.29,3.46,3.75,3.88,4.75,-0.2,9.7,2.74,3.07,3.35,FALSE,FALSE,FALSE,FALSE
"Chiu-Chiu",2524,-22.3378,-68.6367,"CI",34.4326281758047,33.589712676895,33.0026994155733,30.6488294831747,31.064278752694,30.686614939319,32.8875384186717,33.3000721994491,33.34772960799,32.7091897825526,33.4006625444911,9.94512781232476,13.4574161712596,18.8689459013955,10.170154731756,16.7296301879196,20.6890618932101,5.96553904908993,9.41686218081193,14.0900597638422,1.00630282642544,1.94430478677656,5.61981135246217,8.10000038146973,9.10000038146973,-1.70000004768372,-0.800000011920929,17.7999992370605,19,9.74,-1.35,20.83,2.57,3.51,2.49,10.79,-0.28,21.85,2.38,3.37,2.42,TRUE,FALSE,FALSE,TRUE
"Cogoti Embalse",740,-31.0078,-71.0856,"CI",26.7770162449454,34.1105932659423,32.3108708918207,31.3616581437846,28.0259191018849,26.7264167991506,26.5748547755743,26.9631543620394,26.9735525297392,28.0142674488718,27.9709987635965,15.8806427014786,18.0348138458005,20.9520799097934,14.0174261515689,18.7790460119641,22.0426800573726,12.8456766670617,14.0961593592492,17.0900128028179,5.13204575588429,7.9777620615175,13.6738656028842,9.19999980926514,10,4.09999990463257,4.69999980926514,14.1999998092651,15.1999998092651,12.5,6.55,18.46,3.04,2.15,5.12,13.82,7.45,20.19,2.96,2.19,4.86,TRUE,TRUE,TRUE,TRUE
"Colorado",420,-35.6381,-71.2606,"CI",79.0496361682988,80.1384104967092,80.5685181749686,80.9174740328854,79.9179915657226,80.1723186857163,80.782609026026,81.7929467843896,81.5103007765247,81.425925901947,82.1154652661933,69.3391733141032,72.774730700281,74.9739855330555,69.0460146526767,73.611839018565,78.1489159087938,65.5337734833659,67.9374742075906,72.9331471540888,53.1445506440059,58.5430737810104,71.5180452543123,6.5,7.5,2,2.20000004768372,11,12.8000001907349,7.85,3.48,12.22,2.94,3.55,3.5,9.3,4.53,14.06,2.56,3.16,3.38,FALSE,FALSE,FALSE,FALSE
"COMANDANTE ESPORA",75,-38.725,-62.169,"AR",59.0479605460574,68.4882239831222,66.6540804604792,64.312889454719,60.3576958237818,58.9643364065805,59.8239863471576,61.1402975671926,60.9990464603743,60.1884629964243,58.2886886569495,54.5620390912684,56.2254430831381,58.2374421591249,55.2727720421899,57.686207967236,60.4873093760711,51.0319293179744,53.7836756071479,55.7576310623669,42.3729482993837,47.7791506908097,54.4137188329013,7.69999980926514,9.19999980926514,2,2.79999995231628,13.3999996185303,15.6999998092651,8.28,2.5,14.05,3.52,4.33,3.9,10.57,3.96,17.18,3.87,4.37,4.5,FALSE,FALSE,FALSE,FALSE
"COMODORO PIERRESTEGUI",34.1,-31.297,-57.997,"AR",26.7999503095685,25.615408903959,25.2760350872347,26.2704072076272,24.9600832221809,24.0502531391444,23.5153434928054,26.011723195842,26.4517475391826,25.4733761974701,23.9721702633492,16.7386153034158,18.2936336763383,20.0630387800028,17.9938727506013,19.5881334279638,21.0753690868283,15.2038569407518,15.9432146489455,17.8234976180546,9.94161312796278,12.8487004610047,15.6920957260295,12.5,14,7.19999980926514,8.10000038146973,17.7000007629395,19.8999996185303,12.8,7.26,18.33,4.55,5.33,4.6,14.9,8.74,21.07,4.48,4.94,4.95,FALSE,FALSE,FALSE,FALSE
"COMODORO RIVADAVIA",57.9,-45.785,-67.466,"AR",77.844178175629,79.6134218875861,78.2175915410462,78.0707092053217,75.8862567895703,75.5260304325288,76.375657879971,75.0076138878177,74.6843546856544,72.6938872987885,71.9283001357553,70.3218835691821,71.895210312583,73.2476382528296,69.768197777825,71.9094843282019,74.4588326179215,68.1832305542572,69.5383180397712,71.6129860837503,60.793671967148,62.7294422290956,69.8093732993991,6.5,7.90000009536743,2.40000009536743,3.29999995231628,10.5,12.6000003814697,7.04,2.84,11.23,3.81,4,4.19,8.68,3.77,13.58,3.28,3.53,3.81,FALSE,FALSE,FALSE,FALSE
"CONGONHAS",801.9,-23.627,-46.655,"BR",1.0025967676833,3.01703130982935,3.02056691961792,3.005073406625,3.00830109383679,2.00837575005849,1.0121623845659,1.01216005059365,2.00185931242117,2.01676657650452,2.01556561932517,0,0,0,0,0,1.00635901780305,0,0,0,0,0,0,15.1000003814697,16.1000003814697,10,10.8999996185303,20.2000007629395,21.2999992370605,17.71,12.77,22.65,3.28,2.87,4.35,18.71,13.35,24.06,3.44,2.78,4.71,TRUE,TRUE,TRUE,TRUE
"CORONEL CARLOS CIRIANI SANTA ROSA INTL",468.8,-18.053,-70.276,"PE",0,3.02299358282187,3.06007270499853,4.00588273982669,2.02387681398397,2.011074527804,2.33504854494836,2.93261764550971,1.01580467333173,0.999437776572421,0.998013615720623,0,0,0,0,0,0,0,0,0,0,0,0,14.5,14.6000003814697,10.8000001907349,10.8999996185303,18.2000007629395,18.2999992370605,15.05,10.49,19.61,1.33,1.79,1.51,15.34,10.73,19.96,1.35,1.61,1.7,FALSE,FALSE,FALSE,FALSE
"CORONEL FRANCISCO SECADA VIGNETTA INTL",93.3,-3.785,-73.309,"PE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2999992370605,25.7999992370605,20.2999992370605,20.5,30.3999996185303,31.1000003814697,26.19,20.9,31.49,1.66,1.75,2.11,26.67,21.19,32.16,1.5,1.41,2.11,FALSE,FALSE,FALSE,FALSE
"CORRIENTES",61.9,-27.446,-58.762,"AR",8.44530332386584,11.8538252854938,11.9680196607665,11.7218982713998,12.0731178639494,10.6268305215298,8.85037292718198,10.4692901900223,9.86333286217541,9.85797461950347,10.0240373613111,3.9839317302205,4.71554306906265,5.25621407369372,4.42839527039428,4.96193676096391,5.8126980014509,3.00713925239985,3.94801309146249,4.68169885336595,1.92182669007924,2.0159744246447,4.1894526380562,15.1999998092651,16.7999992370605,9.80000019073486,11,20.5,22.5,15.93,10.61,21.25,4.97,5.46,5.36,17.87,12.01,23.73,4.81,4.95,5.59,FALSE,FALSE,FALSE,FALSE
