"station_name","Elevation","Latitude","Longitude","CTRY","observed_SWC","X1981","X1985","X1989","X1993","X1997","X2001","X2005","X2009","X2013","X2017","rcp45_2050_pessimistic","rcp45_2050_intermediate","rcp45_2050_optimistic","rcp45_2085_pessimistic","rcp45_2085_intermediate","rcp45_2085_optimistic","rcp85_2050_pessimistic","rcp85_2050_intermediate","rcp85_2050_optimistic","rcp85_2085_pessimistic","rcp85_2085_intermediate","rcp85_2085_optimistic","avg_temp_jul","avg_temp_aug","min_temp_jul","min_temp_aug","max_temp_jul","max_temp_aug","obs_avg_temp_jul","obs_tmin_jul","obs_tmax_jul","sd_obs_avg_temp_jul","sd_obs_tmin_jul","sd_obs_tmax_jul","obs_avg_temp_aug","obs_tmin_aug","obs_tmax_aug","sd_obs_avg_temp_aug","sd_obs_tmin_aug","sd_obs_tmax_aug","outlier","outlier_tmin_jul","outlier_tmean_jul","outlier_tmax_jul"
"DEPUTADO LUIS EDUARDO MAGALHAES",19.5,-12.911,-38.331,"BR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,23.5,20.5,20.5,26.3999996185303,26.6000003814697,25.12,22.22,28.02,1.23,1.66,1.42,24.99,22.11,27.88,1.14,1.58,1.31,FALSE,FALSE,FALSE,FALSE
"Diego Aracena Iquique Ap.",52,-20.5397,-70.1786,"CI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3000001907349,14.6000003814697,11.8999996185303,12.1999998092651,16.7999992370605,17,15.82,13.82,17.82,1.35,1.78,1.27,15.91,13.92,17.9,1.24,1.58,1.28,FALSE,FALSE,FALSE,FALSE
"Digua Embalse",390,-36.2558,-71.5481,"CI",84.6948989300026,83.9729859593808,83.8818965738101,82.7512241055392,82.3798729939372,82.1452024221308,83.1144303673938,84.0654738971261,84.2580715426298,84.6136949277884,84.8002194383698,76.2754315212631,79.3166976486091,80.6147923677689,76.9539986575138,79.8276537527936,83.0503379301545,72.9612115595758,75.9779258725048,78.7163541323518,65.8725034936717,70.6101263207229,78.1809769132393,6.69999980926514,7.5,2.29999995231628,2.40000009536743,11,12.5,7.17,2.64,11.71,2.44,3.32,3.09,8.47,3.43,13.51,2.4,3.24,3.31,FALSE,FALSE,FALSE,FALSE
"Diguillin",670,-36.8686,-71.6425,"CI",81.348156014221,80.959977496329,80.4983453367731,80.2584431691048,80.4471047578174,80.210659768529,81.2233125147188,82.406662854537,82.4698962834827,82.3358506601144,81.9010546934314,73.9156080999401,75.9485334982437,77.4321261914615,74.1466428272679,76.3703354738682,78.8725328541989,71.313837304838,73.5317144011515,76.0050012871042,63.2421774600551,67.8167780851919,75.1656641888367,5.09999990463257,5.80000019073486,0.699999988079071,0.699999988079071,9.5,10.8999996185303,7.1,2.19,12.01,2.93,3.1,4.39,7.94,2.52,13.36,2.99,3.21,4.42,TRUE,FALSE,TRUE,TRUE
"EDUARDO GOMES INTL",80.5,-3.039,-60.05,"BR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,27.2000007629395,22.1000003814697,22.5,30.7999992370605,31.8999996185303,27.77,22.96,32.58,1.44,1.18,2.22,28.17,22.95,33.39,1.37,1.18,2.19,FALSE,FALSE,FALSE,FALSE
"EL ALTO INTL",4061.5,-16.513,-68.192,"BL",74.5187826394445,78.7796435504388,78.922408403394,77.5993367148076,77.3666460965742,77.0195477596371,75.855727846726,75.1762589979444,74.2770318903549,73.6385077069172,72.375453612769,66.4578701423745,67.3932872868572,70.6331525543962,65.8844855968902,68.7086636505755,71.6828643691285,61.6010963748352,63.9008689413772,67.4603170726901,45.7029208613558,55.7612408277528,60.0330003273452,5.19999980926514,6.30000019073486,-4.5,-3.40000009536743,14.8999996185303,16,4.97,-3.71,13.64,1.36,2.05,1.76,6.15,-2.25,14.54,1.53,2.25,2.16,FALSE,FALSE,FALSE,FALSE
"El Loa Calama Ad.",2293,-22.4989,-68.9072,"CI",30.2870100627447,34.7620753749356,34.5802304331637,33.3217437755034,33.1480258319393,31.3021109077586,31.0405205163684,31.0120265288733,27.9524703302004,28.8077363862872,26.3980007313105,7.28856135319166,10.1254615443472,14.6543048411107,6.59689623099101,13.0365972053597,15.7588146918071,3.4650229204259,6.89087844887763,9.7047660993955,0.0300821715131178,0.995775165516477,3.13082334526493,9.19999980926514,10.1999998092651,-0.200000002980232,0.800000011920929,18.6000003814697,19.6000003814697,9.88,-1.02,20.79,2.31,2.91,2.73,10.97,0.03,21.91,2.15,2.87,2.41,TRUE,FALSE,FALSE,TRUE
"EL PLUMERILLO",704.1,-32.832,-68.793,"AR",52.3909731041293,57.6111244807475,56.1020568306585,54.5137808260815,53.6599255058372,53.0551176995859,54.4502496875075,54.4574520303231,53.3925996389961,50.373561253009,50.6905715708367,39.4335680929107,42.8991769976692,47.7748786176562,39.0750810320702,45.8111535459678,49.0485387718942,36.6941112660402,39.4326422075628,43.8330260205195,25.7343089927551,32.6347788161775,37.60238126334,8.10000038146973,10.6000003814697,1,3.09999990463257,15.1999998092651,18.1000003814697,8.75,1.99,15.51,3.11,3.34,4.12,11.62,4.15,19.09,3.53,3.5,4.68,FALSE,FALSE,FALSE,FALSE
"EL TEPUAL INTL",89.6,-41.439,-73.094,"CI",86.3765651322212,88.9510184659539,89.6681422724741,89.3328773062622,88.5891585712634,87.8841784528613,88.1024308778017,88.6078876885203,88.7788708805092,88.0920073570414,87.370764546702,82.3092846757282,83.8344126651391,84.7823518597003,81.8524792312187,83.8060620326496,86.6428790915142,80.2943340440488,81.5732501910661,83.39376853922,73.0698306180921,76.1397765858428,82.1305804128802,6.59999990463257,7.09999990463257,3.09999990463257,3.20000004768372,10.1999998092651,11,7.05,3.39,10.7,2.63,3.94,2.18,7.75,3.7,11.79,2.4,3.55,2.31,FALSE,FALSE,FALSE,FALSE
"El Tepual Puerto Montt Ap.",85,-41.435,-73.0978,"CI",88.4890032040621,90.8358475081986,91.2608101340065,91.0936945439198,90.2171532748507,89.8437661355129,89.9539344650184,90.3999688625308,90.3884136351207,90.2966341571896,89.3788777308605,83.8937661491207,85.4486211454514,86.0697271385687,84.1566173297818,85.1576994337793,87.9668564452763,82.059528072601,83.4502913801613,84.8502665619372,75.8075409038142,79.167758532285,83.3008122404669,6.59999990463257,7.09999990463257,3.09999990463257,3.20000004768372,10.1999998092651,11,6.78,3.41,10.16,2.65,3.99,2.14,7.48,3.71,11.25,2.36,3.61,2.23,FALSE,FALSE,FALSE,FALSE
"El Trapiche",300,-29.3731,-71.1181,"CI",22.122058394895,30.6188918486148,32.1993117687625,35.35320293732,35.4865690523802,35.8730862933369,35.1260263293616,36.4405312295189,31.2922846039814,28.9331284691673,27.8925112835858,10.1868114639691,12.8752218359875,16.7305325782906,9.66815161122711,13.978264621448,18.7847717302676,7.03910908765186,9.01145466926141,10.7699822292847,1.00424517103164,3.00788620170113,6.77347177519048,11.3000001907349,11.8999996185303,6.69999980926514,7.09999990463257,15.8999996185303,16.6000003814697,12.81,7.59,18.03,2.01,2.33,2.91,13.31,7.94,18.67,1.8,2.19,2.74,TRUE,FALSE,FALSE,TRUE
"EL TROMPILLO",417.9,-17.812,-63.171,"BL",0.699978898229269,1.00389021469272,1.00913911438192,1.00216380045742,0,0,0,0.993670335512075,1.00124412899171,1.00029583443813,0.966536061620616,0,0,0,0,0,0,0,0,0,0,0,0,20.7000007629395,22.6000003814697,15.5,16.6000003814697,26,28.5,20.57,15.6,25.54,4.32,4.6,4.8,22.67,17.28,28.06,3.96,4.05,4.63,FALSE,FALSE,FALSE,FALSE
"ELDORADO INTL",2548.4,4.702,-74.147,"CO",10.5685411640593,28.6810540323713,26.6225283813992,23.5009049407308,20.2783903662989,18.2130127402461,20.2447627865749,17.3835693968358,15.7581124252074,12.3279209296604,8.9553090760844,0.0159716414696277,1.79704636261295,2.79726208235338,0,2.0187643324795,6.00353184803816,0,0,0.99627745820841,0,0,0,13.3999996185303,13.3999996185303,8.39999961853027,8.19999980926514,18.3999996185303,18.7000007629395,13.27,8,18.55,1.3,2.12,1.6,13.24,7.63,18.85,1.28,2.43,1.49,FALSE,FALSE,FALSE,FALSE
"ESQUEL",798.9,-42.908,-71.139,"AR",80.3632192783537,82.3057752302457,82.0771165295082,81.8893505589035,81.9481952587448,81.3769987829078,80.9634866272696,80.9088613898221,81.6373822098485,81.8051848004925,82.0621395253902,82.2923270619599,82.5982708741622,82.86837149425,82.6429744173331,83.3705175564014,83.9177156191018,82.3067954234424,82.7477565799418,83.258575293438,82.2178541389096,82.8618366711635,83.5353295464464,1.60000002384186,3.29999995231628,-2.70000004768372,-1.5,6,8.19999980926514,1.93,-2.64,6.51,4.1,4.65,4.31,3.88,-1.11,8.87,3.13,3.66,3.75,FALSE,FALSE,FALSE,FALSE
"Eulogio Sanchez Tobalaba Ad.",650,-33.4544,-70.5478,"CI",59.1451567824314,65.985330875068,65.0824534839521,64.5274134264696,61.2993896651806,58.8718617637323,59.6974107506371,59.5002846810487,58.5043526422342,58.4291294898781,57.572847728904,46.4310312022495,50.4710601198673,54.584878162349,47.1031101802004,53.4374678501385,59.15725740123,42.3709186000591,45.5991561684441,51.3320067583211,28.6728432666197,39.6503794340488,49.4829775852004,8.5,9.89999961853027,2.79999995231628,3.90000009536743,14.1999998092651,16,9.26,3.5,15.03,2.58,2.68,4.45,10.61,4.48,16.73,2.7,2.74,4.54,FALSE,FALSE,FALSE,FALSE
"FORMOSA",59.1,-26.213,-58.228,"AR",6.73282833120115,6.54708518859672,6.04492495245063,5.81584117228488,6.00262166249672,5.17752621083298,5.04205896525716,5.64003103153715,5.40397155385085,5.86291170918861,5.56033009972566,2.02889213849912,2.90159530530468,3.87906219012373,2.5039126785792,3.17310778187198,4.01257921545028,1.0126485635249,2.01064615539059,2.75421063760003,0.8374808194621,0.992065723753853,2.0102140293557,16.6000003814697,17.8999996185303,11,11.8999996185303,22.1000003814697,23.8999996185303,17.25,11.76,22.74,5.2,5.47,5.73,19.22,13.29,25.15,4.97,4.89,5.95,FALSE,FALSE,FALSE,FALSE
"Futaleufu Ad.",347,-43.1889,-71.8525,"CI",85.2382786615076,87.5110273110422,87.1549902475599,86.8741598107918,87.1663398152032,87.0422946375529,86.4777274799762,86.0964527951091,86.660119558027,86.6422979512354,86.9003986821408,86.9796280161162,87.3578942947042,87.8903460805963,87.4625545650783,87.9017107312716,89.1172542731529,86.8703020177247,87.6608912554148,88.0835764265782,86.5609142385982,87.4325549085079,88.4116993555519,2.90000009536743,4.69999980926514,-0.200000002980232,1.10000002384186,5.90000009536743,8.30000019073486,3.33,0.24,6.43,3.08,3.53,3.34,5.28,1.43,9.12,2.53,3.18,3.11,FALSE,FALSE,FALSE,FALSE
"GALEAO ANTONIO CARLOS JOBIM",8.5,-22.809,-43.244,"BR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7999992370605,21.5,15,15.6000003814697,26.6000003814697,27.3999996185303,22.21,17.47,26.96,2.56,2.14,3.98,22.69,17.88,27.49,2.8,2.28,4.36,FALSE,TRUE,FALSE,FALSE
"General Freire Curico Ad.",225,-34.9664,-71.2167,"CI",77.0144724991111,79.758378061181,78.8355809100958,79.4984094553997,76.3454748642134,76.6805964501514,77.4725498063435,77.6768418423628,77.9647482013984,76.640327582797,75.8518100272227,64.8778476640873,68.1026179551332,70.3041200112274,63.8044828761241,69.1289478110302,75.6183300283855,60.1596094565998,62.8843237161818,69.1518644010316,47.2571712234729,52.956489709276,67.2837376255409,7.59999990463257,8.80000019073486,3,3.5,12.1000003814697,14.1000003814697,7.83,3.56,12.09,2.57,3.56,3.02,9.34,4.17,14.5,2.38,3.47,2.98,FALSE,FALSE,FALSE,FALSE
"GENERAL URQUIZA",74.1,-31.795,-60.48,"AR",34.6938410581495,35.7965139279653,34.9843713127889,35.4538779779314,34.735577088763,32.5636388640587,32.5328279990517,33.5832467597884,32.5117615660938,32.2597807642135,30.8316073029432,20.1129304377661,22.1289138182103,24.1687295716143,22.4051134590726,23.3070841808787,26.973199281832,18.0936799850439,19.5292893160236,21.4419693781575,12.4303894562141,16.176140275202,20.1982878180041,11.5,13.1000003814697,6.30000019073486,7.09999990463257,16.7000007629395,19,11.74,6.89,16.59,3.97,4.7,4.13,14.11,8.55,19.66,4.09,4.49,4.59,FALSE,FALSE,FALSE,FALSE
"GOBERNADOR CASTELLO",6.1,-40.869,-63,"AR",67.8342527898871,73.0055572279894,73.8080462369871,74.3326761434428,72.7937699440727,72.2868138699033,70.975938948478,70.07848570023,68.8895405477388,66.3799412198496,65.4993016489707,62.9459316969976,64.5320528692374,65.879114722598,64.2876123042943,64.9767103719823,68.3120927014887,60.6954764262084,62.2023345646058,63.6261402601188,54.6077238201502,58.0747949325314,62.7406846006187,7.19999980926514,8.89999961853027,1.89999997615814,2.59999990463257,12.6000003814697,15.1000003814697,7.36,1.68,13.04,3.18,4.08,3.68,9.16,2.54,15.77,3.55,4.28,4.17,FALSE,FALSE,FALSE,FALSE
"GOIABEIRAS",3.4,-20.258,-40.286,"BR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7999992370605,21.2999992370605,15.8000001907349,16.6000003814697,25.7999992370605,26,23.06,18.69,27.42,1.89,2.12,2.68,23.21,19.04,27.37,2.08,2.3,2.6,FALSE,TRUE,TRUE,FALSE
"GUALEGUAYCHU",22.9,-33.01,-58.613,"AR",36.809893770134,38.3660791557375,35.6126118875036,37.0123472241658,34.3425113875501,34.0703955460522,32.9367936682174,36.7359434752452,36.1001248249868,34.8933620840417,35.2414342525897,24.5549465845434,26.0146236940117,28.2885510047003,26.0843485193562,28.3280923828129,30.6276141049539,21.0664197668361,23.1631800060238,25.8841509940268,15.3375387257153,19.3158618073817,24.8776288581906,11,12.5,5.59999990463257,6.59999990463257,16.2999992370605,18.2999992370605,11.46,5.85,17.06,4.3,5.12,4.42,13.71,7.53,19.89,4.32,4.77,4.91,FALSE,FALSE,FALSE,FALSE
"HERCILIO LUZ",6.1,-27.67,-48.547,"BR",1.04210471297264,2.00444526777687,2.01102026294308,2.01576228725463,2.78353553301064,2.01343929397473,1.68841111828687,1.01280020728234,1.01242930083737,1.97316769958445,1.96557116928608,0,0,0,0,0,0,0,0,0,0,0,0,15.6999998092651,16.2999992370605,11.5,12,20,20.6000003814697,17.14,13.13,21.14,3.08,3.6,3.51,17.95,13.9,22,2.99,3.41,3.56,FALSE,FALSE,FALSE,FALSE
"HEROES DEL ACRE",271.9,-11.04,-68.783,"BL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7000007629395,24.8999996185303,17,18,30.3999996185303,31.8999996185303,23.36,16.52,30.21,3.22,3.39,4.08,24.79,17.92,31.67,2.79,3.1,3.69,FALSE,FALSE,FALSE,FALSE
"Hurtado",1100,-30.2867,-70.6961,"CI",23.6825777788128,29.7281707138559,30.6511226289576,30.1455847142961,27.360516998448,25.2146758057926,23.3949986587372,23.413835229876,22.3629993332274,22.616822020198,23.9941917240634,13.33855701883,15.1013001266574,17.5390057060589,11.2845045054635,14.2260788416029,16.4027005471126,10.8104876418918,11.8399903405287,14.3852344476606,5.2366400953563,6.76399158502784,8.93469536567236,8.60000038146973,9.10000038146973,3.09999990463257,3.29999995231628,14.1999998092651,15,12.61,5.81,19.42,4.07,4.14,5.35,13.86,6.53,21.19,3.65,3.79,4.91,TRUE,TRUE,TRUE,TRUE
"Illapel Dga",290,-31.645,-71.1908,"CI",37.8432925991762,47.4264714252058,46.7010867448303,47.543183780042,42.9572361215867,42.3614743702174,41.8741260792085,41.2771370222031,40.7920481775468,41.5049810670016,40.6717547700468,23.8927177242169,26.8718064541129,30.8686733647323,20.0413690773607,28.0676443343727,33.5357848343076,18.0481112405256,21.2967052857471,25.6167925012595,7.9168933285733,11.6766652938245,21.3770444632783,11.1999998092651,12,6.19999980926514,6.69999980926514,16.2000007629395,17.2999992370605,11.22,4.89,17.54,2.02,2.67,3.44,12.38,5.81,18.94,2.05,2.52,3.67,FALSE,FALSE,FALSE,FALSE
"JORGE CHAVEZ INTL",34.4,-12.022,-77.114,"PE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7999992370605,16.3999996185303,13.8999996185303,13.5,19.7000007629395,19.3999996185303,17.88,15.7,20.05,1.88,1.79,2.26,17.53,15.39,19.66,1.5,1.46,1.74,FALSE,FALSE,FALSE,FALSE
"JORGE WILSTERMAN",2548.1,-17.421,-66.177,"BL",0,3.88547435204123,3.58056807137916,2.54599465632691,1.69588873947436,1.55808276282265,1.01611609695536,0.968686960916784,0.979549598792687,0.995296557865828,0.723128530817348,0,0,0,0,0,0,0,0,0,0,0,0,13.6999998092651,15.8000001907349,3,5.59999990463257,24.5,26,13.83,2.28,25.37,1.64,2.71,2.24,15.85,4.99,26.71,1.73,2.85,2.54,FALSE,FALSE,FALSE,FALSE
"JUJUY",920.2,-24.393,-65.098,"AR",19.4776398036193,20.5385201579861,19.3407647379594,18.6764421196362,18.8694243351829,17.5991991847674,17.1018036126029,18.0702383350852,17.0289889793294,17.0793449588809,15.8940884708197,8.15615660210534,9.89879563727197,11.0321112841886,9.18011521975347,10.5913497947397,13.0879822471837,6.94508976923597,8.01502228504955,9.45467633406679,3.04625968702131,4.99231209895635,7.72031881471444,12.6999998092651,15.3000001907349,5,7.19999980926514,20.2999992370605,23.5,13.17,5.88,20.47,4.16,4.04,5.66,16.08,8.35,23.82,4.55,4.31,5.98,FALSE,FALSE,FALSE,FALSE
"JUNIN",79.9,-34.546,-60.931,"AR",50.7957615753634,53.9952861021566,52.5739170031657,53.1379443467749,51.2161136815913,49.6702010987407,49.5819331983673,49.9997810843588,49.2934882154173,47.7393526795772,46.9174244398723,39.3580276919406,41.7606064446281,43.9214761292066,40.5055594962768,42.9805902398546,46.6538708396685,34.9254330819689,37.7965292336548,40.7821748552678,28.5457788411193,34.0789750380657,40.9882030057485,8.80000019073486,10.6000003814697,3.20000004768372,4.40000009536743,14.5,16.8999996185303,9.42,3.65,15.19,3.67,4.73,3.89,11.78,5.18,18.38,3.95,4.63,4.55,FALSE,FALSE,FALSE,FALSE
"LA FLORIDA",146.6,-29.916,-71.2,"CI",49.5292835487735,50.1814237040107,52.4166619144034,54.8168917986468,53.928796480187,55.3973514306887,55.9836864444833,57.7731823187814,55.6980148203575,55.6358029725811,52.4247359153387,25.3993107695141,29.9957664029803,36.1910045990028,23.3602986366075,33.1215769848104,38.7312429869663,18.7196688827755,23.0260391570212,26.9948877683526,5.22211455475677,9.06030078840718,19.7672159747192,11.3999996185303,11.8999996185303,7.40000009536743,7.90000009536743,15.3999996185303,16,11.9,7.96,15.85,1.68,2.32,2.2,12.21,8.35,16.06,1.54,2.3,1.94,FALSE,FALSE,FALSE,FALSE
"La Florida La Serena Ad.",142,-29.9175,-71.2011,"CI",54.0489267990415,55.2304078543452,56.4105999257354,58.7202036538511,58.2743982515785,59.4112011527477,59.7870219482038,63.350175545962,60.8386278703529,60.7264333715402,58.173316510542,30.4091707487842,33.9728681485608,40.4621604167257,27.5212959140298,36.2420518808747,42.3125943516847,22.6349396653261,27.0320440510077,31.0353029905975,6.36330679410224,12.0239368967932,22.8879197410804,11.1999998092651,11.6999998092651,7.30000019073486,7.69999980926514,15.1999998092651,15.6999998092651,11.66,7.86,15.46,1.65,2.29,2.19,11.99,8.25,15.74,1.48,2.24,1.89,FALSE,FALSE,FALSE,FALSE
"La Ortiga",1560,-30.1939,-70.4819,"CI",30.2922874461911,35.7717440301285,34.7267923314494,31.1424159898593,29.1595091860872,28.4502197615088,28.0887898469573,30.3449309004909,27.4863394191811,28.0944956204107,26.8795524345173,17.0878302087995,18.9011462343631,22.4893657100839,14.1049269924265,16.4398789154108,20.2259615419131,14.9384171045364,15.3612841760241,18.5609433227544,7.61872163194327,9.54271666664465,12.375024564105,6.40000009536743,6.90000009536743,0.5,0.699999988079071,12.3999996185303,13.1999998092651,11.68,5.23,18.13,4.06,3.33,5.44,13.42,6.36,20.48,3.8,3.29,4.97,TRUE,TRUE,TRUE,TRUE
"LA RIOJA",437.7,-29.382,-66.796,"AR",22.0274294474677,26.1384024333065,23.975881220772,22.4942093385903,20.7540380265764,19.9589443705172,20.1036434884384,21.8933370343204,20.7314758638854,21.6338142735581,21.6227016369926,9.74086739927768,13.5843814086709,15.7099826118654,10.840131603989,14.8455199835082,16.9353822357309,8.59911269647861,10.6341306957895,12.4801149791962,4.28230751326607,7.53137125839874,11.2717505136645,10.6999998092651,13.5,3,5.5,18.2999992370605,21.6000003814697,12.09,4.51,19.67,3.28,3.88,4.18,15.62,7.63,23.61,3.99,4.17,4.93,FALSE,FALSE,FALSE,FALSE
"La Tranquilla",1000,-31.9,-70.6706,"CI",30.8391622199335,39.9541873276312,37.1991946018225,35.0921975871815,31.3806992275622,31.200188610735,31.161082247495,31.5374798678185,29.2164955494309,30.0376580795341,30.0588981790133,20.0931380110334,23.5627507093045,26.6330559413111,20.0042933034953,22.7856266825056,25.7802972797573,17.9520814383947,19.8354348597877,23.6271970226312,9.80205486203688,13.3903422055009,16.6961113220162,8.60000038146973,9.19999980926514,2.70000004768372,3,14.5,15.3999996185303,12.12,5.76,18.48,4.06,3.13,5.73,13.1,6.24,19.95,3.8,3.22,5.31,TRUE,TRUE,TRUE,TRUE
"Lago Peuelas",360,-33.145,-71.5553,"CI",64.085908229356,72.5965214531375,71.1702049290357,69.8730933794022,66.129851296691,65.8053961990317,66.8771380972084,69.6576839571444,70.1049735400534,70.1817584106398,67.9722550917086,54.6890669957913,57.4614963582135,58.8225134228867,53.0124422387577,58.0924052916876,63.3328476870561,48.1530451221025,51.9269821891926,56.5481607570974,36.501821767423,41.7486840309398,53.9713571681008,10.3000001907349,10.8000001907349,6.59999990463257,7,14.1000003814697,14.6000003814697,9.42,4.04,14.81,2.24,2.99,3.67,10.2,4.72,15.69,2.39,3.05,3.85,FALSE,TRUE,FALSE,FALSE
"LAGUNA DE LOS PATOS INTL",21,-34.456,-57.771,"UY",42.4337926458335,43.5727945108438,40.8836529973059,43.0819550515689,40.2771330004405,39.520939293373,42.3840780744258,44.6246091298126,46.9800084819108,46.335903186563,43.1260876931246,29.7174656075413,31.9410534610161,35.1700118179846,30.6570663504428,32.4105796383822,37.3469170110771,24.9275567388507,28.1337905789669,30.6000925042582,17.016222885011,21.9318802707223,30.6165696099192,10.8000001907349,12.1999998092651,6.59999990463257,7.5,15,16.7999992370605,11.33,7.55,15.12,3.41,3.56,3.98,13.28,9,17.56,3.53,3.42,4.38,FALSE,FALSE,FALSE,FALSE
"Las Ramadas",1380,-31.0181,-70.5858,"CI",31.3072514677675,38.3083083625661,36.9691617687372,37.3895809938349,33.4907816949381,32.7017508387421,31.3834721841156,30.7200892407975,28.7720903853524,28.9727869528264,28.5836464679749,18.756093731898,22.4977276195239,25.3975715399979,16.7032006930287,20.5834111852796,23.7067019812991,15.5312040677056,17.7008885967124,22.0677402930957,9.00740930628725,11.904389038466,14.8786463881831,6.40000009536743,7,0.800000011920929,1.10000002384186,12,12.8000001907349,11.41,5.71,17.11,4.54,3.74,5.87,12.9,6.68,19.12,4.08,3.55,5.24,TRUE,TRUE,TRUE,TRUE
"Lautaro Embalse",1110,-27.9783,-70.0033,"CI",6.26207848618357,4.99114890527983,5.24376500695377,5.17706992581486,4.75559386040911,4.13477232776734,4.50167671631471,4.37224562568338,4.25177793471175,4.40625578763485,4.13964571843991,1.00456757205788,1.24858912440135,1.88239391388422,1.00269802199106,1.55093666697337,1.95224725917492,0.944621134330993,1.00191588067354,1.01538086270688,0,0,0.801553838564911,8.5,9.60000038146973,2.20000004768372,2.79999995231628,14.8999996185303,16.2999992370605,16.66,8.63,24.69,4.11,4,5.12,17.73,9.07,26.39,3.66,3.83,4.48,TRUE,TRUE,TRUE,TRUE
"Lliu-Lliu Embalse",260,-33.0986,-71.2144,"CI",50.5859618847175,63.0346719431154,60.9442804258211,60.9822321727042,56.4795914106445,55.6717889490174,55.5982310563978,54.9693464374213,53.8530201677486,54.3370320170498,53.6674109763289,33.6575445108808,39.7888432679838,43.384774959769,33.2307639112407,39.9282317629791,47.1090430567592,29.3185934886582,33.9926704636048,39.3079741443404,17.866904199517,24.777940572058,31.4596384889275,10.5,11.1999998092651,5.69999980926514,6.19999980926514,15.3999996185303,16.2999992370605,10.61,5.33,15.88,2.19,2.7,3.56,11.55,5.87,17.24,2.16,2.71,3.7,FALSE,FALSE,FALSE,FALSE
"LONDRINA 2",569.1,-23.334,-51.13,"BR",0.980513210749207,1.00589810585323,1.00749662463618,1.00379874617053,1.00448981001914,1.00650806492368,1.00249004892322,1.00548092760783,1.00355362536135,1.00551195420709,1.00996027883969,0,0,0,0,0,0,0,0,0,0,0,0,16.8999996185303,18.7999992370605,10.1000003814697,11.6000003814697,23.7999992370605,26.1000003814697,18.52,12.53,24.51,3.27,3.6,3.71,20.41,13.94,26.87,3.21,3.36,4.02,FALSE,TRUE,FALSE,FALSE
"Lord Cochrane Ad.",204,-47.2439,-72.5864,"CI",76.0820304698269,78.456688649514,78.652230156963,78.0566788523938,79.2505424716182,78.0895985356942,78.9520473643006,79.6964446130314,81.0395230687936,81.1047762834332,81.6660048716058,83.4305593884729,84.0092431565372,84.5752958163746,83.7783452417134,84.87512375909,85.7426921504345,84.0203413520342,84.8501576563012,85.7027686529329,86.5874064329371,87.4812909470911,87.788954029188,2.90000009536743,4.09999990463257,-0.699999988079071,0,6.5,8.19999980926514,1.22,-1.91,4.35,3.35,3.5,3.75,3.7,-0.38,7.78,2.37,2.53,3.04,TRUE,FALSE,FALSE,TRUE
"Los Condores",190,-32.1086,-71.3125,"CI",43.3339661612328,49.7698007712288,48.0673712940493,47.2075156132705,42.0923552142734,42.9848660120756,44.9328958766509,47.0767619907974,46.2318747260929,44.9351640928776,42.9040776301067,25.2976345091583,29.7670344505505,32.3346067949607,21.2433383047079,29.0358164622946,36.4491692033265,18.2579405848196,22.0928173139007,27.520537535487,8.03193176768643,12.0349126415865,21.484013999978,11.6000003814697,12.1999998092651,6.69999980926514,7,16.5,17.2999992370605,11.75,6.54,16.96,2.11,2.49,3.08,12.28,6.98,17.58,1.92,2.34,3.09,FALSE,FALSE,FALSE,FALSE
"Los Panguiles",190,-33.4386,-71.0256,"CI",58.2546341606855,65.8507416787215,63.796468341656,63.6836747785178,59.3113048936102,59.5170959116103,59.9017687705432,61.1494900996836,60.9739875550554,60.3044084333856,61.2308161467417,42.420201474526,46.8972654227728,50.0607316239407,41.7392444954941,48.5726310396285,55.054673708902,37.230766222099,41.6621878911824,46.7388228207027,25.1382286357826,30.9857629424391,44.0682672544355,10.8000001907349,11.8000001907349,5.90000009536743,6.59999990463257,15.6000003814697,16.8999996185303,9.76,4.42,15.11,2.07,3.09,3.18,11.13,5.19,17.06,2.12,3.1,3.29,FALSE,FALSE,FALSE,FALSE
"MALARGUE",1430.1,-35.494,-69.574,"AR",68.8858429014624,72.6517487962751,71.5392826519692,71.5148379799921,70.8677058409212,69.5573725738805,70.2707387187584,70.5925562320172,68.729671933741,68.3075770447631,67.7989512402341,61.7375580090179,63.9803957096383,66.4392144128296,60.0777737942541,66.0760747603376,67.7410509205152,58.8659403735091,61.7149215663321,65.2732770618265,50.3657842484031,56.6814786793589,63.5061118791777,3.90000009536743,5.19999980926514,-2.90000009536743,-2.5,10.6999998092651,12.8000001907349,4.63,-2.39,11.65,4.26,4.34,5.43,6.88,-0.97,14.74,3.98,3.78,5.49,FALSE,FALSE,FALSE,FALSE
