"station_name","Altitude","Latitude","Longitude","country","1981","1985","1989","1993","1997","2001","2005","2009","2013","2017","rcp45_2050_pessimistic","rcp45_2050_intermediate","rcp45_2050_optimistic","rcp45_2085_pessimistic","rcp45_2085_intermediate","rcp45_2085_optimistic","rcp85_2050_pessimistic","rcp85_2050_intermediate","rcp85_2050_optimistic","rcp85_2085_pessimistic","rcp85_2085_intermediate","rcp85_2085_optimistic"
"Illapel Dga",290,-31.645,-71.1908,"CI",47.4264714252058,46.7010867448303,47.543183780042,42.9572361215867,42.3614743702174,41.8741260792085,41.2771370222031,40.7920481775468,41.5049810670016,40.6717547700468,16.5212660756142,26.8718064541129,36.1037588450515,15.8693080236919,28.0676443343727,40.9221138621403,11.4578983570583,21.2967052857471,33.5460366782045,3.96658080447872,11.6766652938245,28.8144883962757
"JORGE CHAVEZ INTL",34.4,-12.022,-77.114,"PE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JORGE WILSTERMAN",2548.1,-17.421,-66.177,"BL",3.88547435204123,3.58056807137916,2.54599465632691,1.69588873947436,1.55808276282265,1.01611609695536,0.968686960916784,0.979549598792687,0.995296557865828,0.723128530817348,0,0,0.741392877108268,0,0,0.459388143770241,0,0,0,0,0,0
"JUJUY",920.2,-24.393,-65.098,"AR",20.5385201579861,19.3407647379594,18.6764421196362,18.8694243351829,17.5991991847674,17.1018036126029,18.0702383350852,17.0289889793294,17.0793449588809,15.8940884708197,6.70448981631978,9.89879563727197,11.5312152364363,7.01292114626358,10.5913497947397,16.8737891707299,6.07021682683978,8.01502228504955,10.3670689108719,2.02299491966363,4.99231209895635,10.7015794725698
"JUNIN",79.9,-34.546,-60.931,"AR",53.9952861021566,52.5739170031657,53.1379443467749,51.2161136815913,49.6702010987407,49.5819331983673,49.9997810843588,49.2934882154173,47.7393526795772,46.9174244398723,38.4335212509177,41.7606064446281,46.5206444635276,39.0186507618716,42.9805902398546,58.4321069269736,33.9572364004189,37.7965292336548,41.6571872324988,24.8754960300289,34.0789750380657,52.0377145099964
"LA FLORIDA",146.6,-29.916,-71.2,"CI",50.1814237040107,52.4166619144034,54.8168917986468,53.928796480187,55.3973514306887,55.9836864444833,57.7731823187814,55.6980148203575,55.6358029725811,52.4247359153387,16.7243181301181,29.9957664029803,43.7756117744657,16.9328480613387,33.1215769848104,52.2576959365988,9.06723306638128,23.0260391570212,36.9088647308045,1.01391972693665,9.06030078840718,30.8558958492199
"La Florida La Serena Ad.",142,-29.9175,-71.2011,"CI",55.2304078543452,56.4105999257354,58.7202036538511,58.2743982515785,59.4112011527477,59.7870219482038,63.350175545962,60.8386278703529,60.7264333715402,58.173316510542,18.9861664665767,33.9728681485608,47.2345264177857,20.1093239171164,36.2420518808747,57.0171220644681,11.0918094554656,27.0320440510077,41.2707456844578,2.00838803233768,12.0239368967932,35.0716345977851
"La Ortiga",1560,-30.1939,-70.4819,"CI",35.7717440301285,34.7267923314494,31.1424159898593,29.1595091860872,28.4502197615088,28.0887898469573,30.3449309004909,27.4863394191811,28.0944956204107,26.8795524345173,13.9517104170591,18.9011462343631,24.9348328806477,12.2918746965506,16.4398789154108,26.01267412839,10.8252423238735,15.3612841760241,23.3104535758856,5.87374451604835,9.54271666664465,19.0403894000187
"LA RIOJA",437.7,-29.382,-66.796,"AR",26.1384024333065,23.975881220772,22.4942093385903,20.7540380265764,19.9589443705172,20.1036434884384,21.8933370343204,20.7314758638854,21.6338142735581,21.6227016369926,9.15783086891122,13.5843814086709,17.9098446024725,7.95657173344046,14.8455199835082,25.3963407627416,7.95213297979842,10.6341306957895,14.154394133453,3.83248602445656,7.53137125839874,17.7897986641873
"La Tranquilla",1000,-31.9,-70.6706,"CI",39.9541873276312,37.1991946018225,35.0921975871815,31.3806992275622,31.200188610735,31.161082247495,31.5374798678185,29.2164955494309,30.0376580795341,30.0588981790133,16.7581755793292,23.5627507093045,29.6413194432985,15.3607252641712,22.7856266825056,32.295690447801,13.0765466674854,19.8354348597877,28.3001116277096,7.02209527279399,13.3903422055009,25.2196597772431
"Lago Peuelas",360,-33.145,-71.5553,"CI",72.5965214531375,71.1702049290357,69.8730933794022,66.129851296691,65.8053961990317,66.8771380972084,69.6576839571444,70.1049735400534,70.1817584106398,67.9722550917086,44.5092296763432,57.4614963582135,64.5287872518275,44.1931091960466,58.0924052916876,69.7967644433947,37.5890392729437,51.9269821891926,59.775178702087,24.8977953993731,41.7486840309398,55.7748274116525
